figure,setting_index,distance,fidelity_target,factory_physical_size,metric_mode,trial,seed,n_qubits,k_t_per_qubit,layers_parallel,ratio,n_factories,makespan,metric_value
fig2,1,9,1e-08,2,cycles_per_t,3,2412042,3,10,True,4,12,120.5,48.2
fig2,1,9,1e-08,2,cycles_per_t,4,2412043,3,10,True,4,12,149.5,59.8
fig2,1,9,1e-08,2,cycles_per_t,5,2412044,3,10,True,4,12,155.0,62.0
fig2,1,9,1e-08,2,cycles_per_t,6,2412045,3,10,True,4,12,149.0,59.6
fig2,1,9,1e-08,2,cycles_per_t,7,2412046,3,10,True,4,12,157.5,63.0
fig2,1,9,1e-08,2,cycles_per_t,8,2412047,3,10,True,4,12,172.0,68.8
fig2,1,9,1e-08,2,cycles_per_t,9,2412048,3,10,True,4,12,173.5,69.4
fig2,1,9,1e-08,2,cycles_per_t,0,2416052,4,10,True,4,16,147.5,59.0
fig2,1,9,1e-08,2,cycles_per_t,1,2416053,4,10,True,4,16,121.0,48.4
fig2,1,9,1e-08,2,cycles_per_t,2,2416054,4,10,True,4,16,148.0,59.2
fig2,1,9,1e-08,2,cycles_per_t,3,2416055,4,10,True,4,16,175.0,70.0
fig2,1,9,1e-08,2,cycles_per_t,4,2416056,4,10,True,4,16,150.5,60.2
fig2,1,9,1e-08,2,cycles_per_t,5,2416057,4,10,True,4,16,152.0,60.8
fig2,1,9,1e-08,2,cycles_per_t,6,2416058,4,10,True,4,16,125.0,50.0
fig2,1,9,1e-08,2,cycles_per_t,7,2416059,4,10,True,4,16,133.0,53.2
fig2,1,9,1e-08,2,cycles_per_t,8,2416060,4,10,True,4,16,136.0,54.4
fig2,1,9,1e-08,2,cycles_per_t,9,2416061,4,10,True,4,16,133.5,53.4
fig2,1,9,1e-08,2,cycles_per_t,0,2420065,5,10,True,4,20,135.5,54.2
fig2,1,9,1e-08,2,cycles_per_t,1,2420066,5,10,True,4,20,138.0,55.2
fig2,1,9,1e-08,2,cycles_per_t,2,2420067,5,10,True,4,20,144.5,57.8
fig2,1,9,1e-08,2,cycles_per_t,3,2420068,5,10,True,4,20,134.0,53.6
fig2,1,9,1e-08,2,cycles_per_t,4,2420069,5,10,True,4,20,152.0,60.8
fig2,1,9,1e-08,2,cycles_per_t,5,2420070,5,10,True,4,20,155.5,62.2
fig2,1,9,1e-08,2,cycles_per_t,6,2420071,5,10,True,4,20,159.5,63.8
fig2,1,9,1e-08,2,cycles_per_t,7,2420072,5,10,True,4,20,142.0,56.8
fig2,1,9,1e-08,2,cycles_per_t,8,2420073,5,10,True,4,20,138.0,55.2
fig2,1,9,1e-08,2,cycles_per_t,9,2420074,5,10,True,4,20,139.5,55.8
fig2,1,9,1e-08,2,cycles_per_t,0,2424078,6,10,True,4,24,172.5,69.0
fig2,1,9,1e-08,2,cycles_per_t,1,2424079,6,10,True,4,24,148.0,59.2
fig2,1,9,1e-08,2,cycles_per_t,2,2424080,6,10,True,4,24,159.5,63.8
fig2,1,9,1e-08,2,cycles_per_t,3,2424081,6,10,True,4,24,166.5,66.6
fig2,1,9,1e-08,2,cycles_per_t,4,2424082,6,10,True,4,24,158.0,63.2
fig2,1,9,1e-08,2,cycles_per_t,5,2424083,6,10,True,4,24,167.0,66.8
fig2,1,9,1e-08,2,cycles_per_t,6,2424084,6,10,True,4,24,142.5,57.0
fig2,1,9,1e-08,2,cycles_per_t,7,2424085,6,10,True,4,24,150.5,60.2
fig2,1,9,1e-08,2,cycles_per_t,8,2424086,6,10,True,4,24,149.0,59.6
fig2,1,9,1e-08,2,cycles_per_t,9,2424087,6,10,True,4,24,154.0,61.6
fig2,1,9,1e-08,2,cycles_per_t,0,2428091,7,10,True,4,28,150.0,60.0
fig2,1,9,1e-08,2,cycles_per_t,1,2428092,7,10,True,4,28,151.0,60.4
fig2,1,9,1e-08,2,cycles_per_t,2,2428093,7,10,True,4,28,153.0,61.2
fig2,1,9,1e-08,2,cycles_per_t,3,2428094,7,10,True,4,28,166.0,66.4
fig2,1,9,1e-08,2,cycles_per_t,4,2428095,7,10,True,4,28,160.0,64.0
fig2,1,9,1e-08,2,cycles_per_t,5,2428096,7,10,True,4,28,178.0,71.2
fig2,1,9,1e-08,2,cycles_per_t,6,2428097,7,10,True,4,28,171.0,68.4
fig2,1,9,1e-08,2,cycles_per_t,7,2428098,7,10,True,4,28,159.5,63.8
fig2,1,9,1e-08,2,cycles_per_t,8,2428099,7,10,True,4,28,145.5,58.2
fig2,1,9,1e-08,2,cycles_per_t,9,2428100,7,10,True,4,28,190.5,76.2
fig2,1,9,1e-08,2,cycles_per_t,0,2432104,8,10,True,4,32,156.5,62.6
fig2,1,9,1e-08,2,cycles_per_t,1,2432105,8,10,True,4,32,166.0,66.4
fig2,1,9,1e-08,2,cycles_per_t,2,2432106,8,10,True,4,32,172.5,69.0
fig2,1,9,1e-08,2,cycles_per_t,3,2432107,8,10,True,4,32,169.5,67.8
fig2,1,9,1e-08,2,cycles_per_t,4,2432108,8,10,True,4,32,190.5,76.2
fig2,1,9,1e-08,2,cycles_per_t,5,2432109,8,10,True,4,32,157.0,62.8
fig2,1,9,1e-08,2,cycles_per_t,6,2432110,8,10,True,4,32,180.0,72.0
fig2,1,9,1e-08,2,cycles_per_t,7,2432111,8,10,True,4,32,165.5,66.2
fig2,1,9,1e-08,2,cycles_per_t,8,2432112,8,10,True,4,32,167.0,66.8
fig2,1,9,1e-08,2,cycles_per_t,9,2432113,8,10,True,4,32,171.0,68.4
fig2,1,9,1e-08,2,cycles_per_t,0,2436117,9,10,True,4,36,164.0,65.6
fig2,1,9,1e-08,2,cycles_per_t,1,2436118,9,10,True,4,36,191.0,76.4
fig2,1,9,1e-08,2,cycles_per_t,2,2436119,9,10,True,4,36,181.5,72.6
fig2,1,9,1e-08,2,cycles_per_t,3,2436120,9,10,True,4,36,156.5,62.6
fig2,1,9,1e-08,2,cycles_per_t,4,2436121,9,10,True,4,36,163.5,65.4
fig2,1,9,1e-08,2,cycles_per_t,5,2436122,9,10,True,4,36,174.0,69.6
fig2,1,9,1e-08,2,cycles_per_t,6,2436123,9,10,True,4,36,168.5,67.4
fig2,1,9,1e-08,2,cycles_per_t,7,2436124,9,10,True,4,36,193.0,77.2
fig2,1,9,1e-08,2,cycles_per_t,8,2436125,9,10,True,4,36,178.5,71.4
fig2,1,9,1e-08,2,cycles_per_t,9,2436126,9,10,True,4,36,150.5,60.2
fig2,1,9,1e-08,2,cycles_per_t,0,2440130,10,10,True,4,40,174.5,69.8
fig2,1,9,1e-08,2,cycles_per_t,1,2440131,10,10,True,4,40,164.5,65.8
fig2,1,9,1e-08,2,cycles_per_t,2,2440132,10,10,True,4,40,161.0,64.4
fig2,1,9,1e-08,2,cycles_per_t,3,2440133,10,10,True,4,40,197.5,79.0
fig2,1,9,1e-08,2,cycles_per_t,4,2440134,10,10,True,4,40,176.0,70.4
fig2,1,9,1e-08,2,cycles_per_t,5,2440135,10,10,True,4,40,160.5,64.2
fig2,1,9,1e-08,2,cycles_per_t,6,2440136,10,10,True,4,40,202.5,81.0
fig2,1,9,1e-08,2,cycles_per_t,7,2440137,10,10,True,4,40,170.5,68.2
fig2,1,9,1e-08,2,cycles_per_t,8,2440138,10,10,True,4,40,183.5,73.4
fig2,1,9,1e-08,2,cycles_per_t,9,2440139,10,10,True,4,40,159.5,63.8
fig2,1,9,1e-08,2,cycles_per_t,0,2808013,1,10,True,8,8,97.0,77.6
fig2,1,9,1e-08,2,cycles_per_t,1,2808014,1,10,True,8,8,83.5,66.8
fig2,1,9,1e-08,2,cycles_per_t,2,2808015,1,10,True,8,8,85.5,68.4
fig2,1,9,1e-08,2,cycles_per_t,3,2808016,1,10,True,8,8,83.5,66.8
fig2,1,9,1e-08,2,cycles_per_t,4,2808017,1,10,True,8,8,69.0,55.2
fig2,1,9,1e-08,2,cycles_per_t,5,2808018,1,10,True,8,8,88.0,70.4
fig2,1,9,1e-08,2,cycles_per_t,6,2808019,1,10,True,8,8,73.0,58.4
fig2,1,9,1e-08,2,cycles_per_t,7,2808020,1,10,True,8,8,85.0,68.0
fig2,1,9,1e-08,2,cycles_per_t,8,2808021,1,10,True,8,8,99.5,79.6
fig2,1,9,1e-08,2,cycles_per_t,9,2808022,1,10,True,8,8,69.0,55.2
fig2,1,9,1e-08,2,cycles_per_t,0,2816026,2,10,True,8,16,95.0,76.0
fig2,1,9,1e-08,2,cycles_per_t,1,2816027,2,10,True,8,16,70.0,56.0
fig2,1,9,1e-08,2,cycles_per_t,2,2816028,2,10,True,8,16,68.0,54.4
fig2,1,9,1e-08,2,cycles_per_t,3,2816029,2,10,True,8,16,113.0,90.4
fig2,1,9,1e-08,2,cycles_per_t,4,2816030,2,10,True,8,16,86.0,68.8
fig2,1,9,1e-08,2,cycles_per_t,5,2816031,2,10,True,8,16,79.5,63.6
fig2,1,9,1e-08,2,cycles_per_t,6,2816032,2,10,True,8,16,94.0,75.2
fig2,1,9,1e-08,2,cycles_per_t,7,2816033,2,10,True,8,16,96.0,76.8
fig2,1,9,1e-08,2,cycles_per_t,8,2816034,2,10,True,8,16,82.0,65.6
fig2,1,9,1e-08,2,cycles_per_t,9,2816035,2,10,True,8,16,97.5,78.0
fig2,1,9,1e-08,2,cycles_per_t,0,2824039,3,10,True,8,24,104.0,83.2
fig2,1,9,1e-08,2,cycles_per_t,1,2824040,3,10,True,8,24,93.0,74.4
fig2,1,9,1e-08,2,cycles_per_t,2,2824041,3,10,True,8,24,92.0,73.6
fig2,1,9,1e-08,2,cycles_per_t,3,2824042,3,10,True,8,24,96.5,77.2
fig2,1,9,1e-08,2,cycles_per_t,4,2824043,3,10,True,8,24,108.5,86.8
fig2,1,9,1e-08,2,cycles_per_t,5,2824044,3,10,True,8,24,115.0,92.0
fig2,1,9,1e-08,2,cycles_per_t,6,2824045,3,10,True,8,24,92.5,74.0
fig2,1,9,1e-08,2,cycles_per_t,7,2824046,3,10,True,8,24,110.5,88.4
fig2,1,9,1e-08,2,cycles_per_t,8,2824047,3,10,True,8,24,98.0,78.4
fig2,1,9,1e-08,2,cycles_per_t,9,2824048,3,10,True,8,24,116.5,93.2
fig2,1,9,1e-08,2,cycles_per_t,0,2832052,4,10,True,8,32,94.5,75.6
fig2,1,9,1e-08,2,cycles_per_t,1,2832053,4,10,True,8,32,97.0,77.6
fig2,1,9,1e-08,2,cycles_per_t,2,2832054,4,10,True,8,32,99.5,79.6
fig2,1,9,1e-08,2,cycles_per_t,3,2832055,4,10,True,8,32,120.5,96.4
fig2,1,9,1e-08,2,cycles_per_t,4,2832056,4,10,True,8,32,121.0,96.8
fig2,1,9,1e-08,2,cycles_per_t,5,2832057,4,10,True,8,32,103.0,82.4
fig2,1,9,1e-08,2,cycles_per_t,6,2832058,4,10,True,8,32,101.5,81.2
fig2,1,9,1e-08,2,cycles_per_t,7,2832059,4,10,True,8,32,114.5,91.6
fig2,1,9,1e-08,2,cycles_per_t,8,2832060,4,10,True,8,32,110.5,88.4
fig2,1,9,1e-08,2,cycles_per_t,9,2832061,4,10,True,8,32,117.0,93.6
fig2,1,9,1e-08,2,cycles_per_t,0,2840065,5,10,True,8,40,128.5,102.8
fig2,1,9,1e-08,2,cycles_per_t,1,2840066,5,10,True,8,40,105.5,84.4
fig2,1,9,1e-08,2,cycles_per_t,2,2840067,5,10,True,8,40,101.0,80.8
fig2,1,9,1e-08,2,cycles_per_t,3,2840068,5,10,True,8,40,128.0,102.4
fig2,1,9,1e-08,2,cycles_per_t,4,2840069,5,10,True,8,40,105.0,84.0
fig2,1,9,1e-08,2,cycles_per_t,5,2840070,5,10,True,8,40,133.5,106.8
fig2,1,9,1e-08,2,cycles_per_t,6,2840071,5,10,True,8,40,119.5,95.6
fig2,1,9,1e-08,2,cycles_per_t,7,2840072,5,10,True,8,40,124.0,99.2
fig2,1,9,1e-08,2,cycles_per_t,8,2840073,5,10,True,8,40,105.0,84.0
fig2,1,9,1e-08,2,cycles_per_t,9,2840074,5,10,True,8,40,124.5,99.6
fig2,1,9,1e-08,2,cycles_per_t,0,2848078,6,10,True,8,48,147.5,118.0
fig2,1,9,1e-08,2,cycles_per_t,1,2848079,6,10,True,8,48,126.0,100.8
fig2,1,9,1e-08,2,cycles_per_t,2,2848080,6,10,True,8,48,125.0,100.0
fig2,1,9,1e-08,2,cycles_per_t,3,2848081,6,10,True,8,48,143.0,114.4
fig2,1,9,1e-08,2,cycles_per_t,4,2848082,6,10,True,8,48,132.5,106.0
fig2,1,9,1e-08,2,cycles_per_t,5,2848083,6,10,True,8,48,132.5,106.0
fig2,1,9,1e-08,2,cycles_per_t,6,2848084,6,10,True,8,48,140.5,112.4
fig2,1,9,1e-08,2,cycles_per_t,7,2848085,6,10,True,8,48,124.5,99.6
fig2,1,9,1e-08,2,cycles_per_t,8,2848086,6,10,True,8,48,118.0,94.4
fig2,1,9,1e-08,2,cycles_per_t,9,2848087,6,10,True,8,48,133.0,106.4
fig2,1,9,1e-08,2,cycles_per_t,0,2856091,7,10,True,8,56,137.5,110.0
fig2,1,9,1e-08,2,cycles_per_t,1,2856092,7,10,True,8,56,159.5,127.6
fig2,1,9,1e-08,2,cycles_per_t,2,2856093,7,10,True,8,56,120.5,96.4
fig2,1,9,1e-08,2,cycles_per_t,3,2856094,7,10,True,8,56,151.5,121.2
fig2,1,9,1e-08,2,cycles_per_t,4,2856095,7,10,True,8,56,142.0,113.6
fig2,1,9,1e-08,2,cycles_per_t,5,2856096,7,10,True,8,56,126.5,101.2
fig2,1,9,1e-08,2,cycles_per_t,6,2856097,7,10,True,8,56,146.5,117.2
fig2,1,9,1e-08,2,cycles_per_t,7,2856098,7,10,True,8,56,143.0,114.4
fig2,1,9,1e-08,2,cycles_per_t,8,2856099,7,10,True,8,56,135.0,108.0
fig2,1,9,1e-08,2,cycles_per_t,9,2856100,7,10,True,8,56,144.0,115.2
fig2,1,9,1e-08,2,cycles_per_t,0,2864104,8,10,True,8,64,125.5,100.4
fig2,1,9,1e-08,2,cycles_per_t,1,2864105,8,10,True,8,64,152.0,121.6
fig2,1,9,1e-08,2,cycles_per_t,2,2864106,8,10,True,8,64,133.0,106.4
fig2,1,9,1e-08,2,cycles_per_t,3,2864107,8,10,True,8,64,151.5,121.2
fig2,1,9,1e-08,2,cycles_per_t,4,2864108,8,10,True,8,64,148.0,118.4
fig2,1,9,1e-08,2,cycles_per_t,5,2864109,8,10,True,8,64,145.0,116.0
fig2,1,9,1e-08,2,cycles_per_t,6,2864110,8,10,True,8,64,153.0,122.4
fig2,1,9,1e-08,2,cycles_per_t,7,2864111,8,10,True,8,64,167.5,134.0
fig2,1,9,1e-08,2,cycles_per_t,8,2864112,8,10,True,8,64,161.5,129.2
fig2,1,9,1e-08,2,cycles_per_t,9,2864113,8,10,True,8,64,115.5,92.4
fig2,1,9,1e-08,2,cycles_per_t,0,2872117,9,10,True,8,72,167.5,134.0
fig2,1,9,1e-08,2,cycles_per_t,1,2872118,9,10,True,8,72,163.5,130.8
fig2,1,9,1e-08,2,cycles_per_t,2,2872119,9,10,True,8,72,154.5,123.6
fig2,1,9,1e-08,2,cycles_per_t,3,2872120,9,10,True,8,72,148.0,118.4
fig2,1,9,1e-08,2,cycles_per_t,4,2872121,9,10,True,8,72,138.5,110.8
fig2,1,9,1e-08,2,cycles_per_t,5,2872122,9,10,True,8,72,157.0,125.6
fig2,1,9,1e-08,2,cycles_per_t,6,2872123,9,10,True,8,72,133.0,106.4
fig2,1,9,1e-08,2,cycles_per_t,7,2872124,9,10,True,8,72,140.0,112.0
fig2,1,9,1e-08,2,cycles_per_t,8,2872125,9,10,True,8,72,179.0,143.2
fig2,1,9,1e-08,2,cycles_per_t,9,2872126,9,10,True,8,72,150.0,120.0
fig2,1,9,1e-08,2,cycles_per_t,0,2880130,10,10,True,8,80,160.5,128.4
fig2,1,9,1e-08,2,cycles_per_t,1,2880131,10,10,True,8,80,156.0,124.8
fig2,1,9,1e-08,2,cycles_per_t,2,2880132,10,10,True,8,80,178.5,142.8
fig2,1,9,1e-08,2,cycles_per_t,3,2880133,10,10,True,8,80,166.0,132.8
fig2,1,9,1e-08,2,cycles_per_t,4,2880134,10,10,True,8,80,181.5,145.2
fig2,1,9,1e-08,2,cycles_per_t,5,2880135,10,10,True,8,80,162.5,130.0
fig2,1,9,1e-08,2,cycles_per_t,6,2880136,10,10,True,8,80,166.5,133.2
fig2,1,9,1e-08,2,cycles_per_t,7,2880137,10,10,True,8,80,175.5,140.4
fig2,1,9,1e-08,2,cycles_per_t,8,2880138,10,10,True,8,80,173.5,138.8
fig2,1,9,1e-08,2,cycles_per_t,9,2880139,10,10,True,8,80,174.0,139.2
fig2,2,13,1e-08,4,cycles_per_t,0,4101013,1,10,True,1,1,254.5,25.45
fig2,2,13,1e-08,4,cycles_per_t,1,4101014,1,10,True,1,1,292.0,29.2
fig2,2,13,1e-08,4,cycles_per_t,2,4101015,1,10,True,1,1,214.5,21.45
fig2,2,13,1e-08,4,cycles_per_t,3,4101016,1,10,True,1,1,219.5,21.95
fig2,2,13,1e-08,4,cycles_per_t,4,4101017,1,10,True,1,1,205.5,20.55
fig2,2,13,1e-08,4,cycles_per_t,5,4101018,1,10,True,1,1,344.5,34.45
fig2,2,13,1e-08,4,cycles_per_t,6,4101019,1,10,True,1,1,267.5,26.75
fig2,2,13,1e-08,4,cycles_per_t,7,4101020,1,10,True,1,1,318.5,31.85
fig2,2,13,1e-08,4,cycles_per_t,8,4101021,1,10,True,1,1,167.0,16.7
fig2,2,13,1e-08,4,cycles_per_t,9,4101022,1,10,True,1,1,241.5,24.15
fig2,2,13,1e-08,4,cycles_per_t,0,4102026,2,10,True,1,2,347.0,34.7
fig2,2,13,1e-08,4,cycles_per_t,1,4102027,2,10,True,1,2,222.0,22.2
fig2,2,13,1e-08,4,cycles_per_t,2,4102028,2,10,True,1,2,243.0,24.3
fig2,2,13,1e-08,4,cycles_per_t,3,4102029,2,10,True,1,2,224.5,22.45
fig2,2,13,1e-08,4,cycles_per_t,4,4102030,2,10,True,1,2,249.5,24.95
fig2,2,13,1e-08,4,cycles_per_t,5,4102031,2,10,True,1,2,252.0,25.2
fig2,2,13,1e-08,4,cycles_per_t,6,4102032,2,10,True,1,2,256.0,25.6
fig2,2,13,1e-08,4,cycles_per_t,7,4102033,2,10,True,1,2,289.0,28.9
fig2,2,13,1e-08,4,cycles_per_t,8,4102034,2,10,True,1,2,280.5,28.05
fig2,2,13,1e-08,4,cycles_per_t,9,4102035,2,10,True,1,2,243.0,24.3
fig2,2,13,1e-08,4,cycles_per_t,0,4103039,3,10,True,1,3,273.0,27.3
fig2,2,13,1e-08,4,cycles_per_t,1,4103040,3,10,True,1,3,239.5,23.95
fig2,2,13,1e-08,4,cycles_per_t,2,4103041,3,10,True,1,3,270.0,27.0
fig2,2,13,1e-08,4,cycles_per_t,3,4103042,3,10,True,1,3,301.0,30.1
fig2,2,13,1e-08,4,cycles_per_t,4,4103043,3,10,True,1,3,263.5,26.35
fig2,2,13,1e-08,4,cycles_per_t,5,4103044,3,10,True,1,3,292.5,29.25
fig2,2,13,1e-08,4,cycles_per_t,6,4103045,3,10,True,1,3,278.0,27.8
fig2,2,13,1e-08,4,cycles_per_t,7,4103046,3,10,True,1,3,273.0,27.3
fig2,2,13,1e-08,4,cycles_per_t,8,4103047,3,10,True,1,3,258.0,25.8
fig2,2,13,1e-08,4,cycles_per_t,9,4103048,3,10,True,1,3,195.0,19.5
fig2,2,13,1e-08,4,cycles_per_t,0,4104052,4,10,True,1,4,296.0,29.6
fig2,2,13,1e-08,4,cycles_per_t,1,4104053,4,10,True,1,4,266.5,26.65
fig2,2,13,1e-08,4,cycles_per_t,2,4104054,4,10,True,1,4,307.5,30.75
fig2,2,13,1e-08,4,cycles_per_t,3,4104055,4,10,True,1,4,265.5,26.55
fig2,2,13,1e-08,4,cycles_per_t,4,4104056,4,10,True,1,4,225.5,22.55
fig2,2,13,1e-08,4,cycles_per_t,5,4104057,4,10,True,1,4,332.5,33.25
fig2,2,13,1e-08,4,cycles_per_t,6,4104058,4,10,True,1,4,345.5,34.55
fig2,2,13,1e-08,4,cycles_per_t,7,4104059,4,10,True,1,4,261.0,26.1
fig2,2,13,1e-08,4,cycles_per_t,8,4104060,4,10,True,1,4,283.5,28.35
fig2,2,13,1e-08,4,cycles_per_t,9,4104061,4,10,True,1,4,328.5,32.85
fig2,2,13,1e-08,4,cycles_per_t,0,4105065,5,10,True,1,5,294.0,29.4
fig2,2,13,1e-08,4,cycles_per_t,1,4105066,5,10,True,1,5,276.0,27.6
fig2,2,13,1e-08,4,cycles_per_t,2,4105067,5,10,True,1,5,291.5,29.15
fig2,2,13,1e-08,4,cycles_per_t,3,4105068,5,10,True,1,5,303.5,30.35
fig2,2,13,1e-08,4,cycles_per_t,4,4105069,5,10,True,1,5,291.5,29.15
fig2,2,13,1e-08,4,cycles_per_t,5,4105070,5,10,True,1,5,298.0,29.8
fig2,2,13,1e-08,4,cycles_per_t,6,4105071,5,10,True,1,5,253.5,25.35
fig2,2,13,1e-08,4,cycles_per_t,7,4105072,5,10,True,1,5,322.0,32.2
fig2,2,13,1e-08,4,cycles_per_t,8,4105073,5,10,True,1,5,247.5,24.75
fig2,2,13,1e-08,4,cycles_per_t,9,4105074,5,10,True,1,5,305.5,30.55
fig2,2,13,1e-08,4,cycles_per_t,0,4106078,6,10,True,1,6,303.0,30.3
fig2,2,13,1e-08,4,cycles_per_t,1,4106079,6,10,True,1,6,313.5,31.35
fig2,2,13,1e-08,4,cycles_per_t,2,4106080,6,10,True,1,6,336.0,33.6
fig2,2,13,1e-08,4,cycles_per_t,3,4106081,6,10,True,1,6,362.5,36.25
fig2,2,13,1e-08,4,cycles_per_t,4,4106082,6,10,True,1,6,285.0,28.5
fig2,2,13,1e-08,4,cycles_per_t,5,4106083,6,10,True,1,6,290.0,29.0
fig2,2,13,1e-08,4,cycles_per_t,6,4106084,6,10,True,1,6,258.0,25.8
fig2,2,13,1e-08,4,cycles_per_t,7,4106085,6,10,True,1,6,282.0,28.2
fig2,2,13,1e-08,4,cycles_per_t,8,4106086,6,10,True,1,6,244.0,24.4
fig2,2,13,1e-08,4,cycles_per_t,9,4106087,6,10,True,1,6,272.5,27.25
fig2,2,13,1e-08,4,cycles_per_t,0,4107091,7,10,True,1,7,281.0,28.1
fig2,2,13,1e-08,4,cycles_per_t,1,4107092,7,10,True,1,7,300.0,30.0
fig2,2,13,1e-08,4,cycles_per_t,2,4107093,7,10,True,1,7,285.5,28.55
fig2,2,13,1e-08,4,cycles_per_t,3,4107094,7,10,True,1,7,289.0,28.9
fig2,2,13,1e-08,4,cycles_per_t,4,4107095,7,10,True,1,7,292.5,29.25
fig2,2,13,1e-08,4,cycles_per_t,5,4107096,7,10,True,1,7,336.0,33.6
fig2,2,13,1e-08,4,cycles_per_t,6,4107097,7,10,True,1,7,266.0,26.6
fig2,2,13,1e-08,4,cycles_per_t,7,4107098,7,10,True,1,7,306.5,30.65
fig2,2,13,1e-08,4,cycles_per_t,8,4107099,7,10,True,1,7,289.0,28.9
fig2,2,13,1e-08,4,cycles_per_t,9,4107100,7,10,True,1,7,286.5,28.65
fig2,2,13,1e-08,4,cycles_per_t,0,4108104,8,10,True,1,8,264.0,26.4
fig2,2,13,1e-08,4,cycles_per_t,1,4108105,8,10,True,1,8,330.0,33.0
fig2,2,13,1e-08,4,cycles_per_t,2,4108106,8,10,True,1,8,278.5,27.85
fig2,2,13,1e-08,4,cycles_per_t,3,4108107,8,10,True,1,8,265.5,26.55
fig2,2,13,1e-08,4,cycles_per_t,4,4108108,8,10,True,1,8,296.5,29.65
fig2,2,13,1e-08,4,cycles_per_t,5,4108109,8,10,True,1,8,289.0,28.9
fig2,2,13,1e-08,4,cycles_per_t,6,4108110,8,10,True,1,8,270.5,27.05
fig2,2,13,1e-08,4,cycles_per_t,7,4108111,8,10,True,1,8,325.0,32.5
fig2,2,13,1e-08,4,cycles_per_t,8,4108112,8,10,True,1,8,280.5,28.05
fig2,2,13,1e-08,4,cycles_per_t,9,4108113,8,10,True,1,8,278.5,27.85
fig2,2,13,1e-08,4,cycles_per_t,0,4109117,9,10,True,1,9,284.5,28.45
fig2,2,13,1e-08,4,cycles_per_t,1,4109118,9,10,True,1,9,266.5,26.65
fig2,2,13,1e-08,4,cycles_per_t,2,4109119,9,10,True,1,9,296.5,29.65
fig2,2,13,1e-08,4,cycles_per_t,3,4109120,9,10,True,1,9,325.0,32.5
fig2,2,13,1e-08,4,cycles_per_t,4,4109121,9,10,True,1,9,292.5,29.25
fig2,2,13,1e-08,4,cycles_per_t,5,4109122,9,10,True,1,9,290.0,29.0
fig2,2,13,1e-08,4,cycles_per_t,6,4109123,9,10,True,1,9,264.0,26.4
fig2,2,13,1e-08,4,cycles_per_t,7,4109124,9,10,True,1,9,310.5,31.05
fig2,2,13,1e-08,4,cycles_per_t,8,4109125,9,10,True,1,9,305.0,30.5
fig2,2,13,1e-08,4,cycles_per_t,9,4109126,9,10,True,1,9,288.0,28.8
fig2,2,13,1e-08,4,cycles_per_t,0,4110130,10,10,True,1,10,279.0,27.9
fig2,2,13,1e-08,4,cycles_per_t,1,4110131,10,10,True,1,10,276.5,27.65
fig2,2,13,1e-08,4,cycles_per_t,2,4110132,10,10,True,1,10,337.0,33.7
fig2,2,13,1e-08,4,cycles_per_t,3,4110133,10,10,True,1,10,291.5,29.15
fig2,2,13,1e-08,4,cycles_per_t,4,4110134,10,10,True,1,10,354.5,35.45
fig2,2,13,1e-08,4,cycles_per_t,5,4110135,10,10,True,1,10,284.5,28.45
fig2,2,13,1e-08,4,cycles_per_t,6,4110136,10,10,True,1,10,315.5,31.55
fig2,2,13,1e-08,4,cycles_per_t,7,4110137,10,10,True,1,10,283.5,28.35
fig2,2,13,1e-08,4,cycles_per_t,8,4110138,10,10,True,1,10,316.0,31.6
fig2,2,13,1e-08,4,cycles_per_t,9,4110139,10,10,True,1,10,293.0,29.3
fig2,2,13,1e-08,4,cycles_per_t,0,4202013,1,10,True,2,2,129.5,25.9
fig2,2,13,1e-08,4,cycles_per_t,1,4202014,1,10,True,2,2,185.0,37.0
fig2,2,13,1e-08,4,cycles_per_t,2,4202015,1,10,True,2,2,206.5,41.3
fig2,2,13,1e-08,4,cycles_per_t,3,4202016,1,10,True,2,2,158.0,31.6
fig2,2,13,1e-08,4,cycles_per_t,4,4202017,1,10,True,2,2,154.5,30.9
fig2,2,13,1e-08,4,cycles_per_t,5,4202018,1,10,True,2,2,171.5,34.3
fig2,2,13,1e-08,4,cycles_per_t,6,4202019,1,10,True,2,2,116.5,23.3
fig2,2,13,1e-08,4,cycles_per_t,7,4202020,1,10,True,2,2,116.5,23.3
fig2,2,13,1e-08,4,cycles_per_t,8,4202021,1,10,True,2,2,220.5,44.1
fig2,2,13,1e-08,4,cycles_per_t,9,4202022,1,10,True,2,2,144.5,28.9
fig2,2,13,1e-08,4,cycles_per_t,0,4204026,2,10,True,2,4,194.0,38.8
fig2,2,13,1e-08,4,cycles_per_t,1,4204027,2,10,True,2,4,153.0,30.6
fig2,2,13,1e-08,4,cycles_per_t,2,4204028,2,10,True,2,4,150.5,30.1
fig2,2,13,1e-08,4,cycles_per_t,3,4204029,2,10,True,2,4,123.0,24.6
fig2,2,13,1e-08,4,cycles_per_t,4,4204030,2,10,True,2,4,169.5,33.9
fig2,2,13,1e-08,4,cycles_per_t,5,4204031,2,10,True,2,4,126.0,25.2
fig2,2,13,1e-08,4,cycles_per_t,6,4204032,2,10,True,2,4,141.0,28.2
fig2,2,13,1e-08,4,cycles_per_t,7,4204033,2,10,True,2,4,164.0,32.8
fig2,2,13,1e-08,4,cycles_per_t,8,4204034,2,10,True,2,4,148.0,29.6
