trial,code_distance,qubit_layout,n_trotter_steps,placement,n_aods,consider_skip_rus,trivial_return,decompose_move,parallel_execution,prepare_lookahead_angles,logical_se_interval,total_depth,fidelity,fidelity_of_rz_layer,fidelity_of_rz_injection,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_cnot,fidelity_1q,fidelity_idle,n_cnot,n_cnot_teleportation,n_h,n_s,n_se_q
0,7,"(4, 4)",1,seperate_region_row,5,2,False,True,False,True,10,424.5,0.9987055864467225,0.9992024667573156,0.999661206650415,0.9995411046362032,1,0.9996160731427869,0.9999872000793593,0.9998994050499485,128,153,32,0,503
1,7,"(4, 4)",1,seperate_region_row,5,2,False,True,False,True,10,459.0,0.9989467949206898,0.9994519907119054,0.9999588421074411,0.9994931277426703,1,0.9996160731427869,0.9999872000793593,0.9998912059076234,128,169,32,0,544
2,7,"(4, 4)",1,seperate_region_row,5,2,False,True,False,True,10,411.0,0.9990296040721888,0.9995250463479147,0.9999419358329895,0.999583086307179,1,0.9996160731427869,0.9999872000793593,0.9999010048904364,128,139,32,0,495
3,7,"(4, 4)",1,seperate_region_row,5,2,False,True,False,True,10,464.5,0.9988072735907992,0.9993119990971925,0.9998247784385499,0.9994871307928993,1,0.9996160731427869,0.9999872000793593,0.9998916058642258,128,171,32,0,542
4,7,"(4, 4)",1,seperate_region_row,5,2,False,True,False,True,10,343.5,0.9991004241757656,0.9995725113000774,0.9999864206139326,0.9995860850654341,1,0.9996160731427869,0.9999872000793593,0.9999244028500464,128,138,32,0,378
0,7,"(6, 6)",1,seperate_region_row,1,0,True,False,False,False,10,1325.0,0.9971236383515396,0.9988485584771747,0.9999039012608515,0.9989445557894653,1,0.9991363718456516,0.9999712004089554,0.9991647489329463,288,352,72,0,4178
1,7,"(6, 6)",1,seperate_region_row,1,0,True,False,False,False,10,1210.0,0.9972463578628514,0.9988977688974654,0.9999291650509307,0.9989685307824653,1,0.9991363718456516,0.9999712004089554,0.9992384900198064,288,344,72,0,3809
2,7,"(6, 6)",1,seperate_region_row,1,0,True,False,False,False,10,1310.0,0.99709651179868,0.9988070020723762,0.9999042961107696,0.9989026009362482,1,0.9991363718456516,0.9999712004089554,0.9991791370103641,288,366,72,0,4106
3,7,"(6, 6)",1,seperate_region_row,1,0,True,False,False,False,10,1127.0,0.9970197788441331,0.9986110959353829,0.9996182049284001,0.9989925063508729,1,0.9991363718456516,0.9999712004089554,0.9992982462741812,288,336,72,0,3510
4,7,"(6, 6)",1,seperate_region_row,1,0,True,False,False,False,10,1192.0,0.9970339299359455,0.9986716069055436,0.9996307934228081,0.9990404592139661,1,0.9991363718456516,0.9999712004089554,0.9992518799066241,288,320,72,0,3742
