n_qubits,qubit_cols,qubit_rows,round,code_distance,placement,n_aods,total_time,movement_time,return_movement_time,TMR_round,RUS_round,max_rus_per_qubit,avg_rus_per_qubit,initial_angle,largest_angle,tmr_total,rus_total,trial,fidelity_target,factory_physical_size
36,6,6,6,13,col_based,4,763.5,312.0,158.0,0.0,62.0,40,20.0,,,0,377,4,1e-08,4
36,6,6,7,13,col_based,4,695.5,234.0,77.5,0.0,62.0,40,20.0,,,0,349,4,1e-08,4
36,6,6,8,13,col_based,4,855.0,413.5,267.5,0.0,62.0,40,20.0,,,0,392,4,1e-08,4
36,6,6,0,13,col_based,5,760.0,345.0,161.5,0.0,61.0,40,20.0,,,0,356,0,1e-08,4
36,6,6,1,13,col_based,5,786.0,366.0,203.5,0.0,61.0,40,20.0,,,0,339,0,1e-08,4
36,6,6,2,13,col_based,5,662.0,196.0,71.0,0.0,61.0,40,20.0,,,0,377,0,1e-08,4
36,6,6,3,13,col_based,5,893.5,491.5,293.5,0.0,62.0,40,20.0,,,0,357,0,1e-08,4
36,6,6,4,13,col_based,5,1170.5,416.0,159.0,0.0,84.0,39,39.0,,,0,695,0,1e-08,4
36,6,6,5,13,col_based,5,767.0,333.0,170.0,0.0,61.0,40,20.0,,,0,360,0,1e-08,4
36,6,6,6,13,col_based,5,766.5,353.0,176.0,0.0,62.0,40,20.0,,,0,354,0,1e-08,4
36,6,6,7,13,col_based,5,662.5,224.5,66.0,0.0,62.0,40,20.0,,,0,355,0,1e-08,4
36,6,6,8,13,col_based,5,883.5,447.5,301.5,0.0,61.0,40,20.0,,,0,340,0,1e-08,4
36,6,6,0,13,col_based,5,743.5,284.0,143.0,0.0,62.0,40,20.0,,,0,356,1,1e-08,4
36,6,6,1,13,col_based,5,796.0,311.5,192.0,0.0,63.0,40,20.0,,,0,351,1,1e-08,4
36,6,6,2,13,col_based,5,690.5,200.0,84.0,0.0,63.0,40,20.0,,,0,366,1,1e-08,4
36,6,6,3,13,col_based,5,885.5,484.5,309.0,0.0,61.0,40,20.0,,,0,361,1,1e-08,4
36,6,6,4,13,col_based,5,1136.5,400.0,125.5,0.0,82.0,39,39.0,,,0,690,1,1e-08,4
36,6,6,5,13,col_based,5,734.5,285.5,130.0,0.0,61.0,40,20.0,,,0,372,1,1e-08,4
36,6,6,6,13,col_based,5,784.0,349.0,180.0,0.0,63.0,40,20.0,,,0,343,1,1e-08,4
36,6,6,7,13,col_based,5,661.0,201.0,74.5,0.0,61.0,40,20.0,,,0,360,1,1e-08,4
36,6,6,8,13,col_based,5,886.0,466.5,284.5,0.0,62.0,40,20.0,,,0,357,1,1e-08,4
36,6,6,0,13,col_based,5,785.0,332.0,188.0,0.0,63.0,40,20.0,,,0,363,2,1e-08,4
36,6,6,1,13,col_based,5,776.0,296.0,163.0,0.0,63.0,40,20.0,,,0,340,2,1e-08,4
36,6,6,2,13,col_based,5,691.5,201.5,77.0,0.0,64.0,40,20.0,,,0,349,2,1e-08,4
36,6,6,3,13,col_based,5,856.5,442.0,270.5,0.0,61.0,40,20.0,,,0,374,2,1e-08,4
36,6,6,4,13,col_based,5,1160.0,410.0,164.0,0.0,83.0,39,39.0,,,0,700,2,1e-08,4
36,6,6,5,13,col_based,5,738.0,262.0,145.0,0.0,63.0,40,20.0,,,0,376,2,1e-08,4
36,6,6,6,13,col_based,5,752.5,318.0,158.0,0.0,61.0,40,20.0,,,0,366,2,1e-08,4
36,6,6,7,13,col_based,5,659.5,223.0,79.0,0.0,60.0,40,20.0,,,0,373,2,1e-08,4
36,6,6,8,13,col_based,5,883.5,467.5,293.0,0.0,62.0,40,20.0,,,0,359,2,1e-08,4
36,6,6,0,13,col_based,5,753.0,283.0,148.0,0.0,63.0,40,20.0,,,0,365,3,1e-08,4
36,6,6,1,13,col_based,5,720.5,262.5,129.0,0.0,60.0,40,20.0,,,0,354,3,1e-08,4
36,6,6,2,13,col_based,5,679.5,227.0,79.5,0.0,63.0,40,20.0,,,0,366,3,1e-08,4
36,6,6,3,13,col_based,5,879.5,456.5,294.0,0.0,62.0,40,20.0,,,0,381,3,1e-08,4
36,6,6,4,13,col_based,5,1194.5,474.5,156.5,0.0,85.0,39,39.0,,,0,697,3,1e-08,4
36,6,6,5,13,col_based,5,767.0,350.5,181.0,0.0,61.0,40,20.0,,,0,373,3,1e-08,4
36,6,6,6,13,col_based,5,731.5,265.0,145.5,0.0,61.0,40,20.0,,,0,338,3,1e-08,4
36,6,6,7,13,col_based,5,711.5,245.0,86.5,0.0,64.0,40,20.0,,,0,370,3,1e-08,4
36,6,6,8,13,col_based,5,876.0,455.5,271.5,0.0,61.0,40,20.0,,,0,348,3,1e-08,4
36,6,6,0,13,col_based,5,733.0,285.0,141.5,0.0,62.0,40,20.0,,,0,372,4,1e-08,4
36,6,6,1,13,col_based,5,710.0,283.5,111.0,0.0,60.0,40,20.0,,,0,369,4,1e-08,4
36,6,6,2,13,col_based,5,694.5,219.5,89.5,0.0,63.0,40,20.0,,,0,349,4,1e-08,4
36,6,6,3,13,col_based,5,893.0,472.0,300.0,0.0,62.0,40,20.0,,,0,364,4,1e-08,4
36,6,6,4,13,col_based,5,1159.0,395.5,156.0,0.0,83.0,39,39.0,,,0,711,4,1e-08,4
36,6,6,5,13,col_based,5,777.0,380.0,181.5,0.0,63.0,40,20.0,,,0,381,4,1e-08,4
36,6,6,6,13,col_based,5,760.0,301.0,154.0,0.0,62.0,40,20.0,,,0,377,4,1e-08,4
36,6,6,7,13,col_based,5,691.5,228.0,77.0,0.0,62.0,40,20.0,,,0,349,4,1e-08,4
36,6,6,8,13,col_based,5,851.0,410.5,266.0,0.0,62.0,40,20.0,,,0,392,4,1e-08,4
64,8,8,0,13,col_based,1,1368.0,686.0,317.0,0.0,61.0,40,20.0,,,0,634,0,1e-08,4
64,8,8,1,13,col_based,1,1367.0,654.0,311.0,0.0,63.0,40,20.0,,,0,636,0,1e-08,4
64,8,8,2,13,col_based,1,1036.0,489.5,156.5,0.0,61.0,40,20.0,,,0,643,0,1e-08,4
64,8,8,3,13,col_based,1,1828.5,976.5,475.0,0.0,63.0,40,20.0,,,0,614,0,1e-08,4
64,8,8,4,13,col_based,1,1908.0,960.5,344.5,0.0,83.0,39,39.0,,,0,1250,0,1e-08,4
64,8,8,5,13,col_based,1,1458.5,734.0,357.0,0.0,61.0,40,20.0,,,0,604,0,1e-08,4
64,8,8,6,13,col_based,1,1403.5,701.5,327.0,0.0,63.0,40,20.0,,,0,653,0,1e-08,4
64,8,8,7,13,col_based,1,1007.5,480.5,137.0,0.0,63.0,40,20.0,,,0,665,0,1e-08,4
64,8,8,8,13,col_based,1,1873.0,991.5,504.5,0.0,62.0,40,20.0,,,0,639,0,1e-08,4
64,8,8,0,13,col_based,1,1341.0,623.0,317.0,0.0,61.0,40,20.0,,,0,649,1,1e-08,4
64,8,8,1,13,col_based,1,1358.5,674.5,315.5,0.0,62.0,40,20.0,,,0,661,1,1e-08,4
64,8,8,2,13,col_based,1,1012.5,451.0,144.5,0.0,62.0,40,20.0,,,0,666,1,1e-08,4
64,8,8,3,13,col_based,1,1817.0,940.5,500.0,0.0,62.0,40,20.0,,,0,648,1,1e-08,4
64,8,8,4,13,col_based,1,1757.0,851.5,270.5,0.0,84.0,39,39.0,,,0,1259,1,1e-08,4
64,8,8,5,13,col_based,1,1421.0,650.0,349.0,0.0,63.0,40,20.0,,,0,632,1,1e-08,4
64,8,8,6,13,col_based,1,1442.5,766.0,331.0,0.0,60.0,40,20.0,,,0,643,1,1e-08,4
64,8,8,7,13,col_based,1,1037.5,512.5,154.5,0.0,63.0,40,20.0,,,0,613,1,1e-08,4
64,8,8,8,13,col_based,1,1885.5,964.0,536.0,0.0,60.0,40,20.0,,,0,646,1,1e-08,4
64,8,8,0,13,col_based,1,1340.0,601.5,310.5,0.0,63.0,40,20.0,,,0,664,2,1e-08,4
64,8,8,1,13,col_based,1,1386.5,680.0,327.5,0.0,61.0,40,20.0,,,0,641,2,1e-08,4
64,8,8,2,13,col_based,1,1008.0,541.0,145.5,0.0,59.0,40,20.0,,,0,635,2,1e-08,4
64,8,8,3,13,col_based,1,1797.5,930.0,468.0,0.0,63.0,40,20.0,,,0,620,2,1e-08,4
64,8,8,4,13,col_based,1,1764.5,915.5,255.5,0.0,83.0,39,39.0,,,0,1249,2,1e-08,4
64,8,8,5,13,col_based,1,1381.0,694.5,309.5,0.0,63.0,40,20.0,,,0,665,2,1e-08,4
64,8,8,6,13,col_based,1,1364.5,679.5,313.5,0.0,62.0,40,20.0,,,0,635,2,1e-08,4
64,8,8,7,13,col_based,1,956.0,440.0,126.5,0.0,61.0,40,20.0,,,0,616,2,1e-08,4
64,8,8,8,13,col_based,1,1878.0,986.5,504.0,0.0,63.0,40,20.0,,,0,676,2,1e-08,4
64,8,8,0,13,col_based,1,1383.0,672.0,317.5,0.0,61.0,40,20.0,,,0,626,3,1e-08,4
64,8,8,1,13,col_based,1,1411.0,682.0,337.5,0.0,61.0,40,20.0,,,0,673,3,1e-08,4
64,8,8,2,13,col_based,1,1017.0,492.0,139.5,0.0,63.0,40,20.0,,,0,624,3,1e-08,4
64,8,8,3,13,col_based,1,1867.0,965.5,519.5,0.0,61.0,40,20.0,,,0,648,3,1e-08,4
64,8,8,4,13,col_based,1,1665.5,778.0,241.0,0.0,83.0,39,39.0,,,0,1213,3,1e-08,4
64,8,8,5,13,col_based,1,1384.5,654.0,321.0,0.0,62.0,40,20.0,,,0,620,3,1e-08,4
64,8,8,6,13,col_based,1,1246.5,604.0,275.5,0.0,62.0,40,20.0,,,0,639,3,1e-08,4
64,8,8,7,13,col_based,1,1021.5,511.5,147.5,0.0,62.0,40,20.0,,,0,633,3,1e-08,4
64,8,8,8,13,col_based,1,1865.0,952.5,522.0,0.0,63.0,40,20.0,,,0,641,3,1e-08,4
64,8,8,0,13,col_based,1,1335.5,622.0,306.0,0.0,61.0,40,20.0,,,0,629,4,1e-08,4
64,8,8,1,13,col_based,1,1377.0,660.0,317.0,0.0,62.0,40,20.0,,,0,618,4,1e-08,4
64,8,8,2,13,col_based,1,1023.5,503.0,139.0,0.0,61.0,40,20.0,,,0,627,4,1e-08,4
64,8,8,3,13,col_based,1,1847.0,959.0,488.5,0.0,62.0,40,20.0,,,0,653,4,1e-08,4
64,8,8,4,13,col_based,1,1845.0,978.0,298.5,0.0,83.0,39,39.0,,,0,1259,4,1e-08,4
64,8,8,5,13,col_based,1,1496.0,755.0,387.5,0.0,59.0,40,20.0,,,0,621,4,1e-08,4
64,8,8,6,13,col_based,1,1369.0,649.5,321.5,0.0,63.0,40,20.0,,,0,609,4,1e-08,4
64,8,8,7,13,col_based,1,1036.0,487.0,158.5,0.0,60.0,40,20.0,,,0,610,4,1e-08,4
64,8,8,8,13,col_based,1,1835.0,969.5,478.0,0.0,63.0,40,20.0,,,0,634,4,1e-08,4
64,8,8,0,13,col_based,2,990.5,592.0,260.0,0.0,61.0,40,20.0,,,0,634,0,1e-08,4
64,8,8,1,13,col_based,2,1001.5,580.0,287.0,0.0,63.0,40,20.0,,,0,636,0,1e-08,4
64,8,8,2,13,col_based,2,819.5,398.0,135.0,0.0,61.0,40,20.0,,,0,643,0,1e-08,4
64,8,8,3,13,col_based,2,1247.0,926.5,471.0,0.0,63.0,40,20.0,,,0,614,0,1e-08,4
64,8,8,4,13,col_based,2,1485.0,830.5,316.0,0.0,83.0,39,39.0,,,0,1250,0,1e-08,4
64,8,8,5,13,col_based,2,1045.5,650.5,303.5,0.0,61.0,40,20.0,,,0,604,0,1e-08,4
64,8,8,6,13,col_based,2,1019.5,612.0,282.0,0.0,63.0,40,20.0,,,0,653,0,1e-08,4
64,8,8,7,13,col_based,2,812.5,401.5,120.5,0.0,63.0,40,20.0,,,0,665,0,1e-08,4
64,8,8,8,13,col_based,2,1271.0,926.0,469.0,0.0,62.0,40,20.0,,,0,639,0,1e-08,4
64,8,8,0,13,col_based,2,974.0,531.0,282.0,0.0,61.0,40,20.0,,,0,649,1,1e-08,4
64,8,8,1,13,col_based,2,997.0,603.5,278.0,0.0,62.0,40,20.0,,,0,661,1,1e-08,4
64,8,8,2,13,col_based,2,805.5,357.0,120.5,0.0,62.0,40,20.0,,,0,666,1,1e-08,4
64,8,8,3,13,col_based,2,1229.0,880.0,474.5,0.0,62.0,40,20.0,,,0,648,1,1e-08,4
64,8,8,4,13,col_based,2,1405.5,713.0,254.0,0.0,84.0,39,39.0,,,0,1259,1,1e-08,4
64,8,8,5,13,col_based,2,1024.0,575.5,315.0,0.0,63.0,40,20.0,,,0,632,1,1e-08,4
64,8,8,6,13,col_based,2,1033.0,656.5,277.5,0.0,60.0,40,20.0,,,0,643,1,1e-08,4
64,8,8,7,13,col_based,2,832.0,433.5,134.5,0.0,63.0,40,20.0,,,0,613,1,1e-08,4
64,8,8,8,13,col_based,2,1258.0,922.5,518.0,0.0,60.0,40,20.0,,,0,646,1,1e-08,4
64,8,8,0,13,col_based,2,987.0,513.5,272.5,0.0,63.0,40,20.0,,,0,664,2,1e-08,4
64,8,8,1,13,col_based,2,998.0,592.0,277.5,0.0,61.0,40,20.0,,,0,641,2,1e-08,4
64,8,8,2,13,col_based,2,800.0,464.5,124.0,0.0,59.0,40,20.0,,,0,635,2,1e-08,4
64,8,8,3,13,col_based,2,1223.5,856.5,426.0,0.0,63.0,40,20.0,,,0,620,2,1e-08,4
64,8,8,4,13,col_based,2,1411.5,764.5,226.0,0.0,83.0,39,39.0,,,0,1249,2,1e-08,4
64,8,8,5,13,col_based,2,1009.0,589.0,255.5,0.0,63.0,40,20.0,,,0,665,2,1e-08,4
64,8,8,6,13,col_based,2,990.5,583.0,263.5,0.0,62.0,40,20.0,,,0,635,2,1e-08,4
64,8,8,7,13,col_based,2,772.5,358.0,102.5,0.0,61.0,40,20.0,,,0,616,2,1e-08,4
64,8,8,8,13,col_based,2,1269.0,932.5,499.5,0.0,63.0,40,20.0,,,0,676,2,1e-08,4
64,8,8,0,13,col_based,2,1002.0,576.0,267.0,0.0,61.0,40,20.0,,,0,626,3,1e-08,4
64,8,8,1,13,col_based,2,1016.5,606.0,294.0,0.0,61.0,40,20.0,,,0,673,3,1e-08,4
64,8,8,2,13,col_based,2,816.5,409.5,121.5,0.0,63.0,40,20.0,,,0,624,3,1e-08,4
64,8,8,3,13,col_based,2,1259.5,919.5,500.5,0.0,61.0,40,20.0,,,0,648,3,1e-08,4
64,8,8,4,13,col_based,2,1356.5,672.0,207.5,0.0,83.0,39,39.0,,,0,1213,3,1e-08,4
64,8,8,5,13,col_based,2,1003.5,570.0,282.5,0.0,62.0,40,20.0,,,0,620,3,1e-08,4
64,8,8,6,13,col_based,2,935.0,525.0,237.0,0.0,62.0,40,20.0,,,0,639,3,1e-08,4
64,8,8,7,13,col_based,2,816.5,432.0,130.5,0.0,62.0,40,20.0,,,0,633,3,1e-08,4
64,8,8,8,13,col_based,2,1273.0,896.0,482.0,0.0,63.0,40,20.0,,,0,641,3,1e-08,4
64,8,8,0,13,col_based,2,966.0,532.5,266.5,0.0,61.0,40,20.0,,,0,629,4,1e-08,4
64,8,8,1,13,col_based,2,1008.0,577.5,262.5,0.0,62.0,40,20.0,,,0,618,4,1e-08,4
64,8,8,2,13,col_based,2,822.0,424.5,116.0,0.0,61.0,40,20.0,,,0,627,4,1e-08,4
64,8,8,3,13,col_based,2,1251.0,891.5,445.0,0.0,62.0,40,20.0,,,0,653,4,1e-08,4
64,8,8,4,13,col_based,2,1453.5,859.5,271.5,0.0,83.0,39,39.0,,,0,1259,4,1e-08,4
64,8,8,5,13,col_based,2,1048.5,683.0,349.0,0.0,59.0,40,20.0,,,0,621,4,1e-08,4
64,8,8,6,13,col_based,2,1001.0,562.5,271.5,0.0,63.0,40,20.0,,,0,609,4,1e-08,4
64,8,8,7,13,col_based,2,817.0,418.0,139.0,0.0,60.0,40,20.0,,,0,610,4,1e-08,4
64,8,8,8,13,col_based,2,1250.0,899.0,461.5,0.0,63.0,40,20.0,,,0,634,4,1e-08,4
64,8,8,0,13,col_based,3,874.5,555.0,230.0,0.0,61.0,40,20.0,,,0,634,0,1e-08,4
64,8,8,1,13,col_based,3,896.5,551.0,259.5,0.0,63.0,40,20.0,,,0,636,0,1e-08,4
64,8,8,2,13,col_based,3,754.0,363.0,124.0,0.0,61.0,40,20.0,,,0,643,0,1e-08,4
64,8,8,3,13,col_based,3,1085.5,845.5,456.0,0.0,63.0,40,20.0,,,0,614,0,1e-08,4
64,8,8,4,13,col_based,3,1359.0,779.5,299.5,0.0,83.0,39,39.0,,,0,1250,0,1e-08,4
64,8,8,5,13,col_based,3,917.0,599.0,281.5,0.0,61.0,40,20.0,,,0,604,0,1e-08,4
64,8,8,6,13,col_based,3,903.5,565.0,250.5,0.0,63.0,40,20.0,,,0,653,0,1e-08,4
64,8,8,7,13,col_based,3,755.5,363.0,113.5,0.0,63.0,40,20.0,,,0,665,0,1e-08,4
64,8,8,8,13,col_based,3,1094.0,884.5,452.5,0.0,62.0,40,20.0,,,0,639,0,1e-08,4
64,8,8,0,13,col_based,3,863.5,493.5,254.0,0.0,61.0,40,20.0,,,0,649,1,1e-08,4
64,8,8,1,13,col_based,3,894.0,569.0,252.5,0.0,62.0,40,20.0,,,0,661,1,1e-08,4
64,8,8,2,13,col_based,3,744.5,324.5,110.5,0.0,62.0,40,20.0,,,0,666,1,1e-08,4
64,8,8,3,13,col_based,3,1053.0,845.5,464.0,0.0,62.0,40,20.0,,,0,648,1,1e-08,4
64,8,8,4,13,col_based,3,1302.0,683.0,239.0,0.0,84.0,39,39.0,,,0,1259,1,1e-08,4
64,8,8,5,13,col_based,3,905.0,535.5,288.0,0.0,63.0,40,20.0,,,0,632,1,1e-08,4
64,8,8,6,13,col_based,3,911.5,632.5,263.5,0.0,60.0,40,20.0,,,0,643,1,1e-08,4
64,8,8,7,13,col_based,3,773.5,411.5,125.5,0.0,63.0,40,20.0,,,0,613,1,1e-08,4
64,8,8,8,13,col_based,3,1072.0,865.5,492.5,0.0,60.0,40,20.0,,,0,646,1,1e-08,4
64,8,8,0,13,col_based,3,871.5,471.0,232.5,0.0,63.0,40,20.0,,,0,664,2,1e-08,4
64,8,8,1,13,col_based,3,870.5,548.5,251.0,0.0,61.0,40,20.0,,,0,641,2,1e-08,4
64,8,8,2,13,col_based,3,740.5,434.0,118.0,0.0,59.0,40,20.0,,,0,635,2,1e-08,4
64,8,8,3,13,col_based,3,1053.5,790.5,412.0,0.0,63.0,40,20.0,,,0,620,2,1e-08,4
64,8,8,4,13,col_based,3,1305.5,714.5,213.5,0.0,83.0,39,39.0,,,0,1249,2,1e-08,4
64,8,8,5,13,col_based,3,895.5,538.0,238.0,0.0,63.0,40,20.0,,,0,665,2,1e-08,4
64,8,8,6,13,col_based,3,878.0,550.0,239.0,0.0,62.0,40,20.0,,,0,635,2,1e-08,4
64,8,8,7,13,col_based,3,716.0,321.5,91.5,0.0,61.0,40,20.0,,,0,616,2,1e-08,4
64,8,8,8,13,col_based,3,1090.5,862.0,469.0,0.0,63.0,40,20.0,,,0,676,2,1e-08,4
64,8,8,0,13,col_based,3,885.5,544.0,253.5,0.0,61.0,40,20.0,,,0,626,3,1e-08,4
64,8,8,1,13,col_based,3,902.0,550.0,270.0,0.0,61.0,40,20.0,,,0,673,3,1e-08,4
64,8,8,2,13,col_based,3,760.5,370.0,108.5,0.0,63.0,40,20.0,,,0,624,3,1e-08,4
64,8,8,3,13,col_based,3,1082.5,879.0,482.5,0.0,61.0,40,20.0,,,0,648,3,1e-08,4
64,8,8,4,13,col_based,3,1272.0,630.0,198.0,0.0,83.0,39,39.0,,,0,1213,3,1e-08,4
64,8,8,5,13,col_based,3,891.0,530.5,257.5,0.0,62.0,40,20.0,,,0,620,3,1e-08,4
64,8,8,6,13,col_based,3,849.0,482.5,203.5,0.0,62.0,40,20.0,,,0,639,3,1e-08,4
64,8,8,7,13,col_based,3,761.0,399.0,121.0,0.0,62.0,40,20.0,,,0,633,3,1e-08,4
64,8,8,8,13,col_based,3,1089.5,840.5,456.5,0.0,63.0,40,20.0,,,0,641,3,1e-08,4
64,8,8,0,13,col_based,3,853.5,482.5,244.5,0.0,61.0,40,20.0,,,0,629,4,1e-08,4
64,8,8,1,13,col_based,3,885.5,549.5,241.0,0.0,62.0,40,20.0,,,0,618,4,1e-08,4
64,8,8,2,13,col_based,3,759.0,379.0,104.5,0.0,61.0,40,20.0,,,0,627,4,1e-08,4
64,8,8,3,13,col_based,3,1072.0,811.0,416.0,0.0,62.0,40,20.0,,,0,653,4,1e-08,4
64,8,8,4,13,col_based,3,1341.0,812.0,252.0,0.0,83.0,39,39.0,,,0,1259,4,1e-08,4
64,8,8,5,13,col_based,3,908.0,622.0,320.0,0.0,59.0,40,20.0,,,0,621,4,1e-08,4
64,8,8,6,13,col_based,3,890.0,513.0,245.5,0.0,63.0,40,20.0,,,0,609,4,1e-08,4
64,8,8,7,13,col_based,3,754.0,382.5,124.5,0.0,60.0,40,20.0,,,0,610,4,1e-08,4
64,8,8,8,13,col_based,3,1085.5,859.5,434.5,0.0,63.0,40,20.0,,,0,634,4,1e-08,4
64,8,8,0,13,col_based,4,827.5,516.0,221.0,0.0,61.0,40,20.0,,,0,634,0,1e-08,4
64,8,8,1,13,col_based,4,851.0,520.0,241.5,0.0,63.0,40,20.0,,,0,636,0,1e-08,4
64,8,8,2,13,col_based,4,731.5,352.5,118.5,0.0,61.0,40,20.0,,,0,643,0,1e-08,4
64,8,8,3,13,col_based,4,1023.0,800.0,446.5,0.0,63.0,40,20.0,,,0,614,0,1e-08,4
64,8,8,4,13,col_based,4,1298.0,741.0,287.0,0.0,83.0,39,39.0,,,0,1250,0,1e-08,4
64,8,8,5,13,col_based,4,865.0,573.0,266.0,0.0,61.0,40,20.0,,,0,604,0,1e-08,4
64,8,8,6,13,col_based,4,847.0,541.0,245.0,0.0,63.0,40,20.0,,,0,653,0,1e-08,4
64,8,8,7,13,col_based,4,730.0,347.0,108.5,0.0,63.0,40,20.0,,,0,665,0,1e-08,4
64,8,8,8,13,col_based,4,1026.5,842.5,446.0,0.0,62.0,40,20.0,,,0,639,0,1e-08,4
64,8,8,0,13,col_based,4,820.0,457.5,236.5,0.0,61.0,40,20.0,,,0,649,1,1e-08,4
64,8,8,1,13,col_based,4,851.0,548.5,236.5,0.0,62.0,40,20.0,,,0,661,1,1e-08,4
64,8,8,2,13,col_based,4,717.5,307.0,106.0,0.0,62.0,40,20.0,,,0,666,1,1e-08,4
64,8,8,3,13,col_based,4,988.0,797.0,452.5,0.0,62.0,40,20.0,,,0,648,1,1e-08,4
64,8,8,4,13,col_based,4,1257.0,646.0,233.0,0.0,84.0,39,39.0,,,0,1259,1,1e-08,4
64,8,8,5,13,col_based,4,861.0,505.0,269.0,0.0,63.0,40,20.0,,,0,632,1,1e-08,4
64,8,8,6,13,col_based,4,852.0,593.5,244.5,0.0,60.0,40,20.0,,,0,643,1,1e-08,4
64,8,8,7,13,col_based,4,755.0,391.5,122.0,0.0,63.0,40,20.0,,,0,613,1,1e-08,4
64,8,8,8,13,col_based,4,996.5,832.5,467.5,0.0,60.0,40,20.0,,,0,646,1,1e-08,4
64,8,8,0,13,col_based,4,832.0,447.5,226.0,0.0,63.0,40,20.0,,,0,664,2,1e-08,4
64,8,8,1,13,col_based,4,820.5,534.0,234.0,0.0,61.0,40,20.0,,,0,641,2,1e-08,4
64,8,8,2,13,col_based,4,714.5,414.5,111.0,0.0,59.0,40,20.0,,,0,635,2,1e-08,4
64,8,8,3,13,col_based,4,988.5,755.5,409.0,0.0,63.0,40,20.0,,,0,620,2,1e-08,4
64,8,8,4,13,col_based,4,1258.0,689.0,213.0,0.0,83.0,39,39.0,,,0,1249,2,1e-08,4
64,8,8,5,13,col_based,4,855.5,521.5,222.5,0.0,63.0,40,20.0,,,0,665,2,1e-08,4
64,8,8,6,13,col_based,4,830.5,521.5,235.0,0.0,62.0,40,20.0,,,0,635,2,1e-08,4
64,8,8,7,13,col_based,4,693.0,306.5,85.5,0.0,61.0,40,20.0,,,0,616,2,1e-08,4
64,8,8,8,13,col_based,4,1019.0,850.0,446.5,0.0,63.0,40,20.0,,,0,676,2,1e-08,4
64,8,8,0,13,col_based,4,840.5,518.5,239.0,0.0,61.0,40,20.0,,,0,626,3,1e-08,4
64,8,8,1,13,col_based,4,855.0,537.0,240.0,0.0,61.0,40,20.0,,,0,673,3,1e-08,4
64,8,8,2,13,col_based,4,737.0,361.0,104.5,0.0,63.0,40,20.0,,,0,624,3,1e-08,4
64,8,8,3,13,col_based,4,1011.5,858.5,467.0,0.0,61.0,40,20.0,,,0,648,3,1e-08,4
64,8,8,4,13,col_based,4,1229.5,591.5,187.0,0.0,83.0,39,39.0,,,0,1213,3,1e-08,4
64,8,8,5,13,col_based,4,845.5,499.0,245.0,0.0,62.0,40,20.0,,,0,620,3,1e-08,4
64,8,8,6,13,col_based,4,805.5,467.0,196.0,0.0,62.0,40,20.0,,,0,639,3,1e-08,4
64,8,8,7,13,col_based,4,736.5,375.5,111.0,0.0,62.0,40,20.0,,,0,633,3,1e-08,4
64,8,8,8,13,col_based,4,1017.0,806.0,450.0,0.0,63.0,40,20.0,,,0,641,3,1e-08,4
64,8,8,0,13,col_based,4,805.0,463.0,232.5,0.0,61.0,40,20.0,,,0,629,4,1e-08,4
64,8,8,1,13,col_based,4,835.0,513.5,229.0,0.0,62.0,40,20.0,,,0,618,4,1e-08,4
64,8,8,2,13,col_based,4,736.0,364.0,102.5,0.0,61.0,40,20.0,,,0,627,4,1e-08,4
64,8,8,3,13,col_based,4,1004.0,776.0,402.5,0.0,62.0,40,20.0,,,0,653,4,1e-08,4
64,8,8,4,13,col_based,4,1285.5,787.0,248.5,0.0,83.0,39,39.0,,,0,1259,4,1e-08,4
64,8,8,5,13,col_based,4,851.0,577.0,302.0,0.0,59.0,40,20.0,,,0,621,4,1e-08,4
64,8,8,6,13,col_based,4,839.0,491.0,233.5,0.0,63.0,40,20.0,,,0,609,4,1e-08,4
64,8,8,7,13,col_based,4,726.5,362.5,116.0,0.0,60.0,40,20.0,,,0,610,4,1e-08,4
64,8,8,8,13,col_based,4,1020.5,803.5,429.5,0.0,63.0,40,20.0,,,0,634,4,1e-08,4
64,8,8,0,13,col_based,5,811.5,513.0,216.0,0.0,61.0,40,20.0,,,0,634,0,1e-08,4
64,8,8,1,13,col_based,5,842.5,506.0,234.0,0.0,63.0,40,20.0,,,0,636,0,1e-08,4
64,8,8,2,13,col_based,5,723.5,336.5,118.0,0.0,61.0,40,20.0,,,0,643,0,1e-08,4
64,8,8,3,13,col_based,5,996.0,792.5,439.5,0.0,63.0,40,20.0,,,0,614,0,1e-08,4
64,8,8,4,13,col_based,5,1275.5,721.5,281.5,0.0,83.0,39,39.0,,,0,1250,0,1e-08,4
64,8,8,5,13,col_based,5,847.0,548.0,257.0,0.0,61.0,40,20.0,,,0,604,0,1e-08,4
64,8,8,6,13,col_based,5,831.5,526.0,240.5,0.0,63.0,40,20.0,,,0,653,0,1e-08,4
64,8,8,7,13,col_based,5,720.5,333.5,107.5,0.0,63.0,40,20.0,,,0,665,0,1e-08,4
64,8,8,8,13,col_based,5,999.5,810.0,434.0,0.0,62.0,40,20.0,,,0,639,0,1e-08,4
64,8,8,0,13,col_based,5,804.0,443.0,236.5,0.0,61.0,40,20.0,,,0,649,1,1e-08,4
64,8,8,1,13,col_based,5,835.0,525.5,232.0,0.0,62.0,40,20.0,,,0,661,1,1e-08,4
64,8,8,2,13,col_based,5,708.0,297.5,104.5,0.0,62.0,40,20.0,,,0,666,1,1e-08,4
64,8,8,3,13,col_based,5,959.0,778.0,445.0,0.0,62.0,40,20.0,,,0,648,1,1e-08,4
