trial,code_distance,qubit_layout,n_trotter_steps,placement,n_aods,consider_skip_rus,trivial_return,decompose_move,parallel_execution,prepare_lookahead_angles,logical_se_interval,total_depth,fidelity,fidelity_of_rz_layer,fidelity_of_rz_injection,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_cnot,fidelity_1q,fidelity_idle,n_cnot,n_cnot_teleportation,n_h,n_s,n_se_q,n_rz_seen
1,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,653.0,0.9949605970514693,0.9973900701834263,0.9996817124856391,0.9977076280644218,1.0,0.9988007179142514,0.9998400127673178,0.9989217815877288,400,765,400,0,5394,22
2,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,603.5,0.9948293741050175,0.997165187780528,0.999462310149032,0.9977016418276329,1.0,0.9988007179142514,0.9998400127673178,0.9990152850517323,400,767,400,0,4926,22
3,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,693.5,0.994171827005848,0.9966450194374449,0.9990158670114376,0.9976268168982289,1.0,0.9988007179142514,0.9998400127673178,0.998876032013229,400,792,400,0,5623,25
4,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,712.0,0.9943490906957276,0.9968952954477714,0.999250210624387,0.9976447743694858,0.99999854,0.9988007179142514,0.9998400127673178,0.9988033164777025,400,786,400,1,5987,26
5,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,856.0,0.993404345530042,0.9962085059938893,0.9988599543938629,0.9973455253778969,1.0,0.9988007179142514,0.9998400127673178,0.998542263385788,400,886,400,0,7294,25
6,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,732.0,0.9944434228881773,0.996999839143837,0.9994584800088963,0.9975400270103894,1.0,0.9988007179142514,0.9998400127673178,0.9987933284934786,400,821,400,0,6037,24
7,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,704.5,0.9945329465980143,0.9970427308780344,0.9993949961399033,0.9976477673127878,0.99999854,0.9988007179142514,0.9998400127673178,0.9988402728877982,400,785,400,1,5802,24
8,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,610.0,0.9951065133807876,0.9974764924170362,0.999711348029962,0.9977644991053369,1.0,0.9988007179142514,0.9998400127673178,0.9989817186987149,400,746,400,0,5094,20
9,7,"(10, 10)",1,col_based,1,2,False,False,True,True,10,635.5,0.9947336201106448,0.9971437925338563,0.9994438639467323,0.9976986487227074,1.0,0.9988007179142514,0.9998400127673178,0.9989405614956318,400,768,400,0,5300,23
0,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,558.0,0.9943512325376529,0.9966938970788055,0.9989868568660499,0.9977076280644218,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9990072929606209,400,765,400,2,4966,50
1,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,548.0,0.9947180883312551,0.9970291134925515,0.9994428505416167,0.997584917388966,1.0,0.9988007179142514,0.9998400127673178,0.9990398611324874,400,806,400,0,4803,45
2,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,516.0,0.9947666841924108,0.9969930742347796,0.999351218442918,0.9976417814351628,0.99999854,0.9988007179142514,0.9998400127673178,0.9991247831383124,400,787,400,1,4378,40
3,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,555.5,0.9939563406198573,0.9962452724023889,0.9986915261950773,0.9975519975804926,0.99999854,0.9988007179142514,0.9998400127673178,0.9990602417555748,400,817,400,1,4701,47
4,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,595.0,0.9943649865066311,0.9967216374584036,0.9990956645805218,0.9976238240177782,1.0,0.9988007179142514,0.9998400127673178,0.9989933069550226,400,793,400,0,5036,46
5,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,683.0,0.9926381375107015,0.9952096178755708,0.9978253990333334,0.9973814305169566,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9987735525793785,400,874,400,2,6136,57
6,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,524.5,0.99479563443658,0.9970212916551374,0.999418479223814,0.997602874106024,0.99999854,0.9988007179142514,0.9998400127673178,0.9991255824385387,400,800,400,1,4374,41
7,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,501.0,0.9952150632715561,0.997402360447538,0.99965504362291,0.9977465394790508,1.0,0.9988007179142514,0.9998400127673178,0.9991649487659361,400,752,400,0,4177,37
8,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,600.5,0.9945263432792342,0.9969128848351401,0.9994192823136426,0.9974921461664215,1.0,0.9988007179142514,0.9998400127673178,0.9989637371878137,400,837,400,0,5184,44
9,7,"(10, 10)",1,col_based,1,2,False,True,False,False,10,565.5,0.9945477519603766,0.9968705431274161,0.9993018835878287,0.9975669609951267,1.0,0.9988007179142514,0.9998400127673178,0.9990276729193107,400,812,400,0,4864,45
0,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,696.5,0.9943135641143653,0.9968369497505566,0.9992742039138559,0.9975609756023388,1.0,0.9988007179142514,0.9998400127673178,0.998826089455207,400,814,400,0,5873,26
1,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,735.0,0.9935303057235527,0.9961268087308573,0.9985697759208334,0.9975549902454632,0.99999854,0.9988007179142514,0.9998400127673178,0.9987507807997011,400,816,400,1,6250,25
2,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,721.0,0.9936737749588509,0.9962684611169853,0.9986518547058553,0.9976148454302979,0.99999854,0.9988007179142514,0.9998400127673178,0.9987529780540556,400,796,400,1,6239,26
3,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,740.5,0.9938920564463983,0.9965162111362773,0.9989631302118269,0.9975519975804926,0.99999854,0.9988007179142514,0.9998400127673178,0.9987240146347665,400,817,400,1,6384,26
4,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,650.5,0.9948149265449172,0.997265784141102,0.9996291116918766,0.997635795593453,1.0,0.9988007179142514,0.9998400127673178,0.998900005328074,400,789,400,0,5503,24
5,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,853.5,0.9935246134695249,0.9963590037478757,0.9989733504827174,0.9973844226702245,0.99999854,0.9988007179142514,0.9998400127673178,0.9985123075642295,400,873,400,1,7444,24
6,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,743.5,0.9934495870600317,0.9960652025957201,0.9984854326655603,0.9975819246342139,0.9999941600127895,0.9988007179142514,0.9998400127673178,0.9987314052205591,400,807,400,4,6347,29
7,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,728.5,0.9938328149424744,0.996426919959128,0.9988001652062198,0.9976268168982289,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.998753976807633,400,792,400,2,6234,27
8,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,767.0,0.9941491528857399,0.9968060830248857,0.9992627072105398,0.9975430196394482,0.99999854,0.9988007179142514,0.9998400127673178,0.9986918562360315,400,820,400,1,6545,25
9,7,"(10, 10)",1,col_based,1,2,False,True,False,True,10,677.5,0.9945711794069162,0.9970529428782662,0.9995177117965007,0.9975340417792052,1.0,0.9988007179142514,0.9998400127673178,0.9988684405834739,400,823,400,0,5661,24
0,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2038.0,0.9912033321628649,0.996201248852439,0.998630877029266,0.9975699537049877,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9963371243881253,400,811,400,2,18348,47
1,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2102.0,0.9916210734180043,0.9966886696803684,0.9990716098961719,0.9976148454302979,1.0,0.9988007179142514,0.9998400127673178,0.9962695750142845,400,796,400,0,18687,43
2,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2009.5,0.9915619102793112,0.9964906823476732,0.9988581661967103,0.9976298097876583,1.0,0.9988007179142514,0.9998400127673178,0.9964080661239737,400,791,400,0,17992,46
3,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,1939.5,0.9922671340082421,0.9970797547812568,0.999409660365882,0.9976687181673106,1.0,0.9988007179142514,0.9998400127673178,0.9965276422782954,400,778,400,0,17392,40
4,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,1902.0,0.9923241635709329,0.9970664661326303,0.9993948015926677,0.9976717111824442,0.99999854,0.9988007179142514,0.9998400127673178,0.9965981989401027,400,777,400,1,17038,42
5,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2333.5,0.989819393699128,0.9953562349249776,0.9979454565153991,0.9974083602195242,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9957906836894146,400,865,400,2,21091,55
6,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2135.0,0.9918209648024698,0.9970058267068342,0.9995004637604572,0.9975041161619502,1.0,0.9988007179142514,0.9998400127673178,0.9961534167423776,400,833,400,0,19270,42
7,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,1993.5,0.9919087421961613,0.9968198997717047,0.9991356697355164,0.9976836833327692,0.99999854,0.9988007179142514,0.9998400127673178,0.9964273966298954,400,773,400,1,17895,45
8,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2164.5,0.9913863737194755,0.9966040435957664,0.9991141206428966,0.9974891536899829,0.99999854,0.9988007179142514,0.9998400127673178,0.9961183527557306,400,838,400,1,19446,48
9,7,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2073.5,0.9918496908155559,0.9968937321343435,0.9993371211436103,0.9975549902454632,1.0,0.9988007179142514,0.9998400127673178,0.9962942828085917,400,816,400,0,18563,45
0,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1751.5,0.9924211774317349,0.9969104967358874,0.9994138899596642,0.9974951386518374,1.0,0.9988007179142514,0.9998400127673178,0.9968515664292609,400,836,400,0,15767,42
1,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1754.5,0.9917733461225281,0.996232636996133,0.9986339201579674,0.9975968884977578,0.99999854,0.9988007179142514,0.9998400127673178,0.9968786811633388,400,802,400,1,15631,47
2,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1681.5,0.9920801050781614,0.9964267774706961,0.9987686005779692,0.9976567461965667,0.99999854,0.9988007179142514,0.9998400127673178,0.9969927306193765,400,782,400,1,15059,46
3,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1719.0,0.9923238336688618,0.9967317747142497,0.9991522455851451,0.99757893188844,0.99999854,0.9988007179142514,0.9998400127673178,0.9969325140709818,400,808,400,1,15361,44
4,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1589.0,0.9921758068761023,0.996374626983394,0.998738758978643,0.997635795593453,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9971410941905093,400,789,400,2,14315,47
5,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1929.0,0.9905141498980946,0.9953481284759775,0.9979403228000501,0.9974053679944436,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9964977468944697,400,866,400,2,17542,55
6,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1819.5,0.9919103069122478,0.996527253935767,0.9991046149274352,0.997420329209614,1.0,0.9988007179142514,0.9998400127673178,0.9967215854469409,400,861,400,0,16419,46
7,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1684.0,0.9924544421126757,0.9968198997717047,0.9991356697355164,0.9976836833327692,0.99999854,0.9988007179142514,0.9998400127673178,0.9969755824901689,400,773,400,1,15145,45
8,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1793.0,0.9920670949913022,0.9966040435957664,0.9991141206428966,0.9974891536899829,0.99999854,0.9988007179142514,0.9998400127673178,0.996802323173272,400,838,400,1,16014,48
9,7,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1704.0,0.9925255690705445,0.9968937321343435,0.9993371211436103,0.9975549902454632,1.0,0.9988007179142514,0.9998400127673178,0.9969731897514029,400,816,400,0,15157,45
0,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,562.5,0.9946576862842312,0.9968967919534372,0.9992517106651722,0.9976447743694858,0.99999854,0.9988007179142514,0.9998400127673178,0.9991117945992581,400,786,400,1,4443,25
1,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,465.5,0.995382556983558,0.9974600965949881,0.9997249068152368,0.9977345665744554,1.0,0.9988007179142514,0.9998400127673178,0.9992752626765302,400,756,400,0,3625,21
2,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,462.0,0.994963665802974,0.9970357447389198,0.9994794818214325,0.9975549902454632,1.0,0.9988007179142514,0.9998400127673178,0.9992798593537706,400,816,400,0,3602,23
3,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,510.0,0.9948944183194017,0.9970510987929218,0.9993164393540603,0.9977345665744554,0.99999854,0.9988007179142514,0.9998400127673178,0.9991949241670262,400,756,400,1,4027,25
4,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,511.5,0.9947421351561562,0.9968952954477714,0.999250210624387,0.9976447743694858,0.99999854,0.9988007179142514,0.9998400127673178,0.9991981215962192,400,786,400,1,4011,26
5,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,597.0,0.9939278088597636,0.9962085059938893,0.9988599543938629,0.9973455253778969,1.0,0.9988007179142514,0.9998400127673178,0.9990684340839652,400,886,400,0,4660,25
6,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,522.0,0.9949143502260926,0.9970690797666123,0.999536887186771,0.9975310491770799,1.0,0.9988007179142514,0.9998400127673178,0.9991969225590728,400,824,400,0,4017,22
7,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,524.5,0.9948365244072997,0.9970427308780344,0.9993949961399033,0.9976477673127878,0.99999854,0.9988007179142514,0.9998400127673178,0.9991451654938266,400,785,400,1,4276,24
8,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,435.5,0.9954320960527971,0.9974353276026396,0.9996850861717265,0.997749532727649,1.0,0.9988007179142514,0.9998400127673178,0.9993498113992156,400,751,400,0,3252,20
9,7,"(10, 10)",1,col_based,2,2,False,False,True,True,10,489.5,0.9948185475494404,0.9969441578032239,0.9992677509009172,0.9976747042065568,1.0,0.9988007179142514,0.9998400127673178,0.999225899692892,400,776,400,0,3872,24
0,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,476.0,0.9945296351688531,0.9966938970788055,0.9989868568660499,0.9977076280644218,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9991865309640752,400,765,400,2,4069,50
1,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,454.5,0.9949200366204448,0.9970291134925515,0.9994428505416167,0.997584917388966,1.0,0.9988007179142514,0.9998400127673178,0.9992426868306976,400,806,400,0,3788,45
2,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,380.5,0.9955014336375332,0.9974483475441613,0.9996801410488103,0.997767492407814,1.0,0.9988007179142514,0.9998400127673178,0.9994063762049679,400,745,400,0,2969,36
3,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,485.5,0.9942990237979659,0.99644444911084,0.9987817792628767,0.9976627321639807,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9992049161672273,400,780,400,2,3977,48
4,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,480.0,0.9945676587627555,0.9967216374584036,0.9990956645805218,0.9976238240177782,1.0,0.9988007179142514,0.9998400127673178,0.9991969225590728,400,793,400,0,4017,46
5,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,566.0,0.9928662719891691,0.9952096178755708,0.9978253990333334,0.9973814305169566,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.999003097138382,400,874,400,2,4987,57
6,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,429.0,0.9949874852135363,0.9970432621097937,0.999493014566493,0.9975490049244998,1.0,0.9988007179142514,0.9998400127673178,0.9992962476794872,400,818,400,0,3520,41
7,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,396.0,0.9954372200876788,0.997402360447538,0.99965504362291,0.9977465394790508,1.0,0.9988007179142514,0.9998400127673178,0.9993879872949848,400,752,400,0,3061,37
8,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,486.0,0.9947387936051815,0.9969084952091948,0.999411883406835,0.9974951386518374,1.0,0.9988007179142514,0.9998400127673178,0.9991815350434103,400,836,400,0,4094,45
9,7,"(10, 10)",1,col_based,2,2,False,True,False,False,10,461.0,0.9947761263634489,0.9968705431274161,0.9993018835878287,0.9975669609951267,1.0,0.9988007179142514,0.9998400127673178,0.9992570760304292,400,812,400,0,3716,45
0,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,501.5,0.9946975118027048,0.996846986849264,0.9992677375021668,0.99757893188844,0.99999854,0.9988007179142514,0.9998400127673178,0.9992017187162916,400,808,400,1,3993,26
1,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,488.5,0.9947979081938972,0.9969240725022782,0.9993300202653411,0.9975938957070923,0.99999854,0.9988007179142514,0.9998400127673178,0.999225300157472,400,803,400,1,3875,23
2,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,518.0,0.994080867144583,0.9962684611169853,0.9986518547058553,0.9976148454302979,0.99999854,0.9988007179142514,0.9998400127673178,0.9991621511077163,400,796,400,1,4191,26
3,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,524.5,0.9943364139462658,0.9965462947546038,0.9989872937489437,0.997557982919412,0.99999854,0.9988007179142514,0.9998400127673178,0.9991403696080626,400,815,400,1,4300,26
4,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,466.5,0.9951818819889577,0.997265784141102,0.9996291116918766,0.997635795593453,1.0,0.9988007179142514,0.9998400127673178,0.9992684676271675,400,789,400,0,3659,24
5,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,628.0,0.9939150230815951,0.9962867473335544,0.9988439686604934,0.9974412752878794,0.99999854,0.9988007179142514,0.9998400127673178,0.9989771233929183,400,854,400,1,5117,25
6,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,513.0,0.9946827523101963,0.9968611040182076,0.9992818889533488,0.99757893188844,0.99999854,0.9988007179142514,0.9998400127673178,0.9991727422837107,400,808,400,1,4138,25
7,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,469.5,0.9949434375785614,0.9970433912147746,0.9993356960039921,0.9977076280644218,0.99999854,0.9988007179142514,0.9998400127673178,0.9992518799066241,400,765,400,1,3742,22
8,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,485.5,0.9947930428754461,0.9969024486817696,0.9993518551574525,0.9975490049244998,1.0,0.9988007179142514,0.9998400127673178,0.9992420872852054,400,818,400,0,3791,23
9,7,"(10, 10)",1,col_based,2,2,False,True,False,True,10,488.0,0.9951235558621067,0.997253407927634,0.9995477348725256,0.9977046349415376,1.0,0.9988007179142514,0.9998400127673178,0.9992223024857683,400,766,400,0,3890,23
0,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1565.5,0.9920557369435441,0.996201248852439,0.998630877029266,0.9975699537049877,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9971939440742974,400,811,400,2,14050,47
1,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1595.5,0.9924827697491095,0.9966886696803684,0.9990716098961719,0.9976148454302979,1.0,0.9988007179142514,0.9998400127673178,0.9971353107883564,400,796,400,0,14344,43
2,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1528.5,0.9924160128078713,0.9964906823476732,0.9988581661967103,0.9976298097876583,1.0,0.9988007179142514,0.9998400127673178,0.997266342989928,400,791,400,0,13687,46
3,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1476.5,0.9930932424958627,0.9970797547812568,0.999409660365882,0.9976687181673106,1.0,0.9988007179142514,0.9998400127673178,0.9973572978369848,400,778,400,0,13231,40
4,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1422.5,0.9931902449876493,0.9970664661326303,0.9993948015926677,0.9976717111824442,0.99999854,0.9988007179142514,0.9998400127673178,0.9974680106525667,400,777,400,1,12676,42
5,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1775.0,0.990783353076294,0.9953562349249776,0.9979454565153991,0.9974083602195242,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9967604583506785,400,865,400,2,16224,55
6,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1584.0,0.9928303584794247,0.9970058267068342,0.9995004637604572,0.9975041161619502,1.0,0.9988007179142514,0.9998400127673178,0.9971672196320321,400,833,400,0,14184,42
7,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1532.5,0.9927395159916156,0.9968198997717047,0.9991356697355164,0.9976836833327692,0.99999854,0.9988007179142514,0.9998400127673178,0.9972619550272335,400,773,400,1,13709,45
8,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1625.5,0.9923810347142055,0.9966040435957664,0.9991141206428966,0.9974891536899829,0.99999854,0.9988007179142514,0.9998400127673178,0.9971177613595664,400,838,400,1,14432,48
9,7,"(10, 10)",1,seperate_region_row,3,0,True,False,False,False,10,1563.5,0.9927151595785185,0.9968937321343435,0.9993371211436103,0.9975549902454632,1.0,0.9988007179142514,0.9998400127673178,0.997163629836144,400,816,400,0,14202,45
0,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1359.5,0.9931647794121911,0.9969104967358874,0.9994138899596642,0.9974951386518374,1.0,0.9988007179142514,0.9998400127673178,0.9975984880144451,400,836,400,0,12022,42
1,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1383.0,0.9924176129687485,0.996232636996133,0.9986339201579674,0.9975968884977578,0.99999854,0.9988007179142514,0.9998400127673178,0.9975262644912115,400,802,400,1,12384,47
2,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1314.0,0.9927571331015695,0.9964267774706961,0.9987686005779692,0.9976567461965667,0.99999854,0.9988007179142514,0.9998400127673178,0.9976731111796846,400,782,400,1,11648,46
3,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1359.5,0.9929708412452293,0.9967317747142497,0.9991522455851451,0.99757893188844,0.99999854,0.9988007179142514,0.9998400127673178,0.9975825265647321,400,808,400,1,12102,44
4,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1245.0,0.9928249021497462,0.996374626983394,0.998738758978643,0.997635795593453,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9977934378244798,400,789,400,2,11045,47
5,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1520.5,0.9912719849549283,0.9953481284759775,0.9979403228000501,0.9974053679944436,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9972601599571504,400,866,400,2,13718,55
6,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1399.5,0.992692240353625,0.996527253935767,0.9991046149274352,0.997420329209614,1.0,0.9988007179142514,0.9998400127673178,0.9975073116703427,400,861,400,0,12479,46
7,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1333.0,0.9930927955914575,0.9968198997717047,0.9991356697355164,0.9976836833327692,0.99999854,0.9988007179142514,0.9998400127673178,0.9976168439973352,400,773,400,1,11930,45
8,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1391.5,0.9927806477954699,0.9966040435957664,0.9991141206428966,0.9974891536899829,0.99999854,0.9988007179142514,0.9998400127673178,0.997519281831101,400,838,400,1,12419,48
9,7,"(10, 10)",1,seperate_region_row,3,0,False,True,False,False,10,1318.5,0.9931754890686765,0.9968937321343435,0.9993371211436103,0.9975549902454632,1.0,0.9988007179142514,0.9998400127673178,0.9976260221154373,400,816,400,0,11884,45
0,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,506.0,0.9947515864112254,0.9968967919534372,0.9992517106651722,0.9976447743694858,0.99999854,0.9988007179142514,0.9998400127673178,0.9992061152139661,400,786,400,1,3971,25
1,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,409.5,0.9954870776497352,0.9974600965949881,0.9997249068152368,0.9977345665744554,1.0,0.9988007179142514,0.9998400127673178,0.9993801920983054,400,756,400,0,3100,21
2,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,420.0,0.9951338025311526,0.9970997398386591,0.9994656722934812,0.9976328026860662,1.0,0.9988007179142514,0.9998400127673178,0.999386588152642,400,790,400,0,3068,23
3,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,459.5,0.9949911267664905,0.9970510987929218,0.9993164393540603,0.9977345665744554,0.99999854,0.9988007179142514,0.9998400127673178,0.999292050643641,400,756,400,1,3541,25
4,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,455.0,0.9948179374024663,0.9968952954477714,0.999250210624387,0.9976447743694858,0.99999854,0.9988007179142514,0.9998400127673178,0.9992742634016671,400,786,400,1,3630,26
5,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,517.5,0.9940580219445202,0.9962085059938893,0.9988599543938629,0.9973455253778969,1.0,0.9988007179142514,0.9998400127673178,0.9991993206348045,400,886,400,0,4005,25
6,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,445.5,0.9949702660973884,0.9970008826753273,0.9993560472752933,0.9976447743694858,0.99999854,0.9988007179142514,0.9998400127673178,0.999321430264747,400,786,400,1,3394,23
7,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,391.5,0.9951724488598745,0.9971290894567322,0.9994021426919978,0.9977255869902951,1.0,0.9988007179142514,0.9998400127673178,0.9993959824316634,400,759,400,0,3021,24
8,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,409.5,0.9954005382495629,0.9973813646966923,0.9996340004521096,0.9977465394790508,1.0,0.9988007179142514,0.9998400127673178,0.999372197087949,400,752,400,0,3140,21
9,7,"(10, 10)",1,col_based,3,2,False,False,True,True,10,515.5,0.9945279104643788,0.9966812050664356,0.9990460644899386,0.997635795593453,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9991975220774661,400,789,400,2,4014,25
0,7,"(10, 10)",1,col_based,3,2,False,True,False,False,10,394.0,0.9949181014640075,0.9968917871230706,0.9993861388349597,0.9975041161619502,1.0,0.9988007179142514,0.9998400127673178,0.9993783932153987,400,833,400,0,3109,41
1,7,"(10, 10)",1,col_based,3,2,False,True,False,False,10,393.5,0.995002889890042,0.9969583995444307,0.9993569749104855,0.9975998812974016,1.0,0.9988007179142514,0.9998400127673178,0.9993967819488491,400,801,400,0,3017,40
2,7,"(10, 10)",1,col_based,3,2,False,True,False,False,10,364.5,0.9954643690571096,0.9973563543625937,0.999692904434024,0.9976627321639807,1.0,0.9988007179142514,0.9998400127673178,0.9994613450727876,400,780,400,0,2694,37
3,7,"(10, 10)",1,col_based,3,2,False,True,False,False,10,456.0,0.9943511264371018,0.99644444911084,0.9987817792628767,0.9976627321639807,0.9999970800021316,0.9988007179142514,0.9998400127673178,0.9992572758818844,400,780,400,2,3715,48
4,7,"(10, 10)",1,col_based,3,2,False,True,False,False,10,414.0,0.9949438725341221,0.9969622722307895,0.9993083517941324,0.9976537532263282,0.99999854,0.9988007179142514,0.9998400127673178,0.9993336220617856,400,783,400,1,3333,43
5,7,"(10, 10)",1,col_based,3,2,False,True,False,False,10,487.5,0.9936487534508323,0.9958071151788203,0.9983810761333994,0.9974233214795785,0.99999854,0.9988007179142514,0.9998400127673178,0.9991905277185923,400,860,400,1,4049,51
6,7,"(10, 10)",1,col_based,3,2,False,True,False,False,10,393.5,0.9951432276318497,0.9970920334269396,0.9995449043503177,0.9975460122774851,1.0,0.9988007179142514,0.9998400127673178,0.9994037777515078,400,819,400,0,2982,40
