trial,code_distance,qubit_layout,n_trotter_steps,placement,n_aods,consider_skip_rus,trivial_return,decompose_move,parallel_execution,prepare_lookahead_angles,logical_se_interval,total_depth,fidelity,fidelity_of_rz_layer,fidelity_of_rz_injection,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_cnot,fidelity_1q,fidelity_idle,n_cnot,n_cnot_teleportation,n_h,n_s,n_se_q,n_rz_seen
6,13,"(8, 8)",1,col_based,3,2,False,True,False,True,10,360.5,0.9994869385710743,0.9994877475789483,0.9994887436898638,0.9999990043505964,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997694774526,256,499,256,1,1733,22
7,13,"(8, 8)",1,col_based,3,2,False,True,False,True,10,296.0,0.9998455517147482,0.9998463212462108,0.999847252904054,0.999999068199827,1.0,0.9999994892057933,0.9999999318940832,0.9999998092502369,256,467,256,0,1434,20
8,13,"(8, 8)",1,col_based,3,2,False,True,False,True,10,374.0,0.9995116041811825,0.999512426770382,0.9995134548150062,0.9999989724259826,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997559094798,256,515,256,1,1835,22
9,13,"(8, 8)",1,col_based,3,2,False,True,False,True,10,416.0,0.9992170290079254,0.9992178837860338,0.9992189374462217,0.9999989464872346,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997234527611,256,528,256,1,2079,24
0,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,823.5,0.9992585804150562,0.9992597825509872,0.9992607844161543,0.9999989983647312,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999993758732952,256,502,256,1,4692,45
1,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,782.0,0.9997414417274338,0.9997426008251356,0.9997435902349147,0.9999990103364615,1.0,0.9999994892057933,0.9999999318940832,0.9999994195036234,256,496,256,0,4364,37
2,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,784.5,0.9996882778071426,0.9996894550612009,0.9996904105089477,0.999999044256365,1.0,0.9999994892057933,0.9999999318940832,0.99999940127998,256,479,256,0,4501,41
3,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,663.5,0.9998333687379658,0.9998344368390584,0.9998354183598763,0.9999990183176152,1.0,0.9999994892057933,0.9999999318940832,0.9999995106218453,256,492,256,0,3679,33
4,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,792.0,0.999426986030159,0.9994281512775035,0.9994291632822351,0.9999989883882894,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.999999412985678,256,507,256,1,4413,42
5,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,834.0,0.9996748141540973,0.9996760186524369,0.9996770379160111,0.999998980407136,1.0,0.9999994892057933,0.9999999318940832,0.9999993740110251,256,511,256,0,4706,39
6,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,735.5,0.9993844506330031,0.9993855760823989,0.9993865990379726,0.9999989764165592,1.0,0.9999994892057933,0.9999999318940832,0.9999994527584479,256,513,256,0,4114,35
7,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,735.5,0.9998681543972012,0.999869284514378,0.9998702521041847,0.9999990322846343,1.0,0.9999994892057933,0.9999999318940832,0.9999994486348497,256,485,256,0,4145,32
8,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,767.0,0.9992912023348883,0.9992923644995652,0.9992933853658484,0.9999989784118476,1.0,0.9999994892057933,0.9999999318940832,0.9999994159121024,256,512,256,0,4391,41
9,13,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,744.5,0.9994524677256131,0.9994536000318871,0.9994545253411863,0.9999990741856926,1.0,0.9999994892057933,0.9999999318940832,0.9999994459744637,256,464,256,0,4165,38
0,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,769.5,0.999258628532369,0.9992597825509872,0.9992607844161543,0.9999989983647312,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999994240262795,256,502,256,1,4330,45
1,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,710.5,0.9997414901339678,0.9997426008251356,0.9997435902349147,0.9999990103364615,1.0,0.9999994892057933,0.9999999318940832,0.9999994679226484,256,496,256,0,4000,37
2,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,730.0,0.9996883270089699,0.9996894550612009,0.9996904105089477,0.999999044256365,1.0,0.9999994892057933,0.9999999318940832,0.9999994504971199,256,479,256,0,4131,41
3,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,618.5,0.9998334045142153,0.9998344368390584,0.9998354183598763,0.9999990183176152,1.0,0.9999994892057933,0.9999999318940832,0.9999995464040399,256,492,256,0,3410,33
4,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,744.0,0.9994270220577537,0.9994281512775035,0.9994291632822351,0.9999989883882894,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999994490339076,256,507,256,1,4142,42
5,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,765.0,0.9996748715997816,0.9996760186524369,0.9996770379160111,0.999998980407136,1.0,0.9999994892057933,0.9999999318940832,0.9999994314753601,256,511,256,0,4274,39
6,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,678.0,0.9993844923753769,0.9993855760823989,0.9993865990379726,0.9999989764165592,1.0,0.9999994892057933,0.9999999318940832,0.9999994945265092,256,513,256,0,3800,35
7,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,717.5,0.9997187224738298,0.9997198540178939,0.999720793536828,0.9999990602186729,1.0,0.9999994892057933,0.9999999318940832,0.9999994470386181,256,471,256,0,4157,38
8,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,740.0,0.9992912204127006,0.9992923644995652,0.9992933853658484,0.9999989784118476,1.0,0.9999994892057933,0.9999999318940832,0.9999994340027267,256,512,256,0,4255,41
9,13,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,702.0,0.9994524911242046,0.9994536000318871,0.9994545253411863,0.9999990741856926,1.0,0.9999994892057933,0.9999999318940832,0.9999994693858607,256,464,256,0,3989,38
0,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,374.5,0.999673160075125,0.9996739717602752,0.9996749770592693,0.9999989943741544,1.0,0.9999994892057933,0.9999999318940832,0.9999997669500851,256,504,256,0,1752,26
1,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,467.0,0.9987221867538469,0.9987230605046727,0.9987241634616936,0.9999988966050289,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997040319382,256,553,256,1,2225,29
2,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,380.5,0.9993943749006748,0.9993951975263348,0.9993962354208116,0.999998962449541,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997557764604,256,520,256,1,1836,23
3,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,388.0,0.9994935412667472,0.9994943700898303,0.9994954709338251,0.9999988986003171,1.0,0.9999994892057933,0.9999999318940832,0.9999997496575708,256,552,256,0,1882,24
4,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,373.0,0.9994134077471911,0.999414222677913,0.9994152187155521,0.9999990043505964,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997634915823,256,499,256,1,1778,23
5,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,415.5,0.9990889347692853,0.9990897800020366,0.9990908764134626,0.9999989025908935,1.0,0.9999994892057933,0.9999999318940832,0.9999997328971341,256,550,256,0,2008,25
6,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,392.5,0.9994194810256014,0.9994203123131736,0.9994213083568817,0.9999990043505964,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997471302033,256,499,256,1,1901,24
7,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,374.0,0.9994130612754508,0.9994138755411832,0.9994148735725993,0.9999990023553079,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997641566789,256,500,256,1,1773,25
8,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,356.0,0.9996847520926537,0.9996855515532818,0.9996865149759573,0.9999990362752111,1.0,0.9999994892057933,0.9999999318940832,0.9999997791878646,256,483,256,0,1660,22
9,13,"(8, 8)",1,col_based,5,2,False,False,True,True,10,408.0,0.9989370248244619,0.9989378697958188,0.99893886331239,0.9999990083411732,0.9999999970868759,0.9999994892057933,0.9999999318940832,0.9999997330301534,256,497,256,3,2007,25
0,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,312.0,0.99958937734297,0.9995901563837024,0.9995910698525808,0.9999990861574238,1.0,0.9999994892057933,0.9999999318940832,0.9999997995398245,256,458,256,0,1507,35
1,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,397.0,0.9994879863029102,0.9994888366595102,0.9994898956176854,0.9999989405013698,1.0,0.9999994892057933,0.9999999318940832,0.999999728108438,256,531,256,0,2044,43
2,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,371.5,0.9993028338014877,0.9993036607383804,0.999304718476825,0.9999989424966581,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997513868222,256,530,256,1,1869,40
3,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,296.0,0.9998319475878276,0.9998327117889348,0.9998336933080593,0.9999990183176152,1.0,0.9999994892057933,0.9999999318940832,0.9999998145710108,256,492,256,0,1394,33
4,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,401.0,0.9994209374899872,0.9994217843330386,0.9994228082961555,0.9999989764165592,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997315669407,256,513,256,1,2018,43
5,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,369.5,0.9996252494002724,0.9996260712851832,0.999627074541461,0.9999989963694428,1.0,0.9999994892057933,0.9999999318940832,0.9999997567075958,256,503,256,0,1829,41
6,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,329.0,0.9997681647010085,0.9997689599727061,0.9997699434240778,0.9999990163223268,1.0,0.9999994892057933,0.9999999318940832,0.9999997834444837,256,493,256,0,1628,36
7,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,318.5,0.9998143455410075,0.9998151303428521,0.9998160500020915,0.9999990801715581,1.0,0.9999994892057933,0.9999999318940832,0.999999793953012,256,461,256,0,1549,36
8,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,363.0,0.999518291373301,0.9995191115748067,0.9995201546103945,0.9999989564636761,1.0,0.9999994892057933,0.9999999318940832,0.9999997583038279,256,523,256,0,1817,40
9,13,"(8, 8)",1,col_based,5,2,False,True,False,False,10,320.0,0.9997781619540476,0.9997789500522392,0.999779919549479,0.9999990302893458,1.0,0.9999994892057933,0.9999999318940832,0.9999997906275283,256,486,256,0,1574,36
0,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,401.5,0.9993661913472931,0.9993670328265492,0.9993680677273191,0.9999989644448293,1.0,0.9999994892057933,0.9999999318940832,0.9999997368877143,256,519,256,0,1978,25
1,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,347.0,0.9997867337071639,0.9997875296585879,0.9997885470409896,0.9999989824024242,1.0,0.9999994892057933,0.9999999318940832,0.999999782779387,256,510,256,0,1633,23
2,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,275.5,0.9998607074361249,0.9998614537040866,0.9998624392414583,0.9999990143270384,1.0,0.9999994892057933,0.9999999318940832,0.999999832528623,256,494,256,0,1259,19
3,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,339.0,0.999432666543652,0.9994334688603962,0.999434477905858,0.9999989903835778,1.0,0.9999994892057933,0.9999999318940832,0.9999997761284198,256,506,256,0,1683,24
4,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,395.5,0.9993526320640697,0.9993534726013751,0.9993544526264505,0.9999990203129037,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997378188495,256,491,256,1,1971,24
5,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,395.5,0.9991690594730841,0.9991699014508973,0.9991709800075231,0.9999989205484874,1.0,0.9999994892057933,0.9999999318940832,0.9999997362226175,256,541,256,0,1983,25
6,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,348.5,0.9994869417619014,0.9994877475789483,0.9994887436898638,0.9999990043505964,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997726699169,256,499,256,1,1709,22
7,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,282.0,0.9998455598276768,0.9998463212462108,0.999847252904054,0.999999068199827,1.0,0.9999994892057933,0.9999999318940832,0.9999998173644171,256,467,256,0,1373,20
8,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,357.0,0.9995116192050306,0.999512426770382,0.9995134548150062,0.9999989724259826,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997709406654,256,515,256,1,1722,22
9,13,"(8, 8)",1,col_based,5,2,False,True,False,True,10,395.0,0.9992170422994479,0.9992178837860338,0.9992189374462217,0.9999989464872346,0.9999999990289586,0.9999994892057933,0.9999999318940832,0.9999997367546949,256,528,256,1,1979,24
0,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3502.0,0.9991090509945245,0.9991141529385706,0.9991156839121375,0.9999984696134501,0.9999999980579173,0.9999992018841668,0.999999893584507,0.999995798059845,400,767,400,2,31589,46
1,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3655.0,0.9990647406649383,0.9990700231208067,0.9990716098961719,0.9999984117501193,1.0,0.9999992018841668,0.999999893584507,0.9999956171542738,400,796,400,0,32949,43
2,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3488.0,0.9988515084951072,0.9988565897253917,0.9988581661967103,0.9999984217265554,1.0,0.9999992018841668,0.999999893584507,0.999995817480592,400,791,400,0,31443,46
3,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3403.0,0.9990443206555941,0.9990493190112956,0.9990508828031375,0.9999984356935662,0.9999999990289586,0.9999992018841668,0.999999893584507,0.999995901415469,400,784,400,1,30812,48
4,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3361.0,0.9993883221335167,0.9993932512210555,0.9993948015926677,0.999998449660577,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999959724475257,400,777,400,1,30278,42
5,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,4091.0,0.997945068207675,0.9979508944477443,0.9979526207681158,0.9999982720800243,0.9999999980579173,0.9999992018841668,0.999999893584507,0.9999950663236148,400,866,400,2,37090,55
6,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3779.0,0.9986371820138497,0.9986426492460843,0.9986443658304456,0.999998282056459,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999954298638345,400,861,400,1,34357,51
7,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3560.0,0.9996735296001745,0.9996786815004537,0.9996802911836989,0.9999983898019602,1.0,0.9999992018841668,0.999999893584507,0.9999957509711858,400,807,400,0,31943,39
8,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3933.0,0.9993207869262063,0.9993264345646248,0.999328099511273,0.9999983339339211,1.0,0.9999992018841668,0.999999893584507,0.999995253081911,400,835,400,0,35686,46
9,13,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3615.0,0.9991807563137935,0.9991860108071969,0.9991876635578723,0.9999983459056435,1.0,0.9999992018841668,0.999999893584507,0.999995645753314,400,829,400,0,32734,45
0,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,2955.5,0.9994146062093422,0.9994190422112239,0.9994207033238939,0.9999983379244952,1.0,0.9999992018841668,0.999999893584507,0.9999964659475349,400,833,400,0,26568,42
1,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,2908.5,0.9986279445670415,0.9986323211526806,0.9986339201579674,0.9999983997783961,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999965219484946,400,802,400,1,26147,47
2,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,2810.0,0.9987627786912623,0.9987670412136378,0.9987686005779692,0.9999984396841406,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999966367438212,400,782,400,1,25284,46
3,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,2782.0,0.9996406961922208,0.9996449378615282,0.9996464657124521,0.9999984716087374,1.0,0.9999992018841668,0.999999893584507,0.9999966613523228,400,766,400,0,25099,40
4,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,2661.5,0.9987331115263341,0.9987371847416927,0.998738758978643,0.9999984257171298,0.9999999980579173,0.9999992018841668,0.999999893584507,0.9999968261627896,400,789,400,2,23860,47
5,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,3238.5,0.9979491933671408,0.9979540139378671,0.9979557382724232,0.9999982740753113,0.9999999980579173,0.9999992018841668,0.999999893584507,0.9999960740739228,400,865,400,2,29514,55
6,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,3099.0,0.9990983029822398,0.9991028985221152,0.9991046149274352,0.999998282056459,1.0,0.9999992018841668,0.999999893584507,0.999996304861656,400,861,400,0,27779,46
7,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,2820.0,0.9996756196245242,0.9996798976117057,0.9996815072969092,0.9999983898019602,1.0,0.9999992018841668,0.999999893584507,0.9999966251711747,400,807,400,0,25371,39
8,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,3085.5,0.9993218060935591,0.9993264345646248,0.999328099511273,0.9999983339339211,1.0,0.9999992018841668,0.999999893584507,0.9999962729371249,400,835,400,0,28019,46
9,13,"(10, 10)",1,seperate_region_row,1,0,False,True,False,False,10,3022.0,0.9988118933532837,0.9988164163617653,0.9988180894003102,0.9999983259527729,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999963761597792,400,839,400,1,27243,48
0,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,655.5,0.9992018433358765,0.9992034672706224,0.9992050751652426,0.9999983917972474,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999992793012952,400,806,400,1,5418,27
1,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,678.5,0.9996122186050114,0.9996138554397689,0.99961547698577,0.9999983778302373,1.0,0.9999992018841668,0.999999893584507,0.9999992670635217,400,813,400,0,5510,19
2,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,659.5,0.9995260246542113,0.9995276513760883,0.9995292328952295,0.999998417735981,1.0,0.9999992018841668,0.999999893584507,0.9999992770399674,400,793,400,0,5435,25
3,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,639.5,0.9995346075945948,0.9995361928476441,0.9995377424704109,0.999998449660577,1.0,0.9999992018841668,0.999999893584507,0.9999993185419828,400,777,400,0,5123,25
4,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,642.0,0.9996500357480776,0.99965163368366,0.9996531675286127,0.9999984656228754,1.0,0.9999992018841668,0.999999893584507,0.9999993060381702,400,769,400,0,5217,23
5,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,879.5,0.9993584743512693,0.9993603753097321,0.999362080193278,0.9999982940281809,1.0,0.9999992018841668,0.999999893584507,0.9999990023551979,400,855,400,0,7500,26
6,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,698.5,0.9994840258065631,0.9994856698766625,0.9994872692777836,0.9999983997783961,1.0,0.9999992018841668,0.999999893584507,0.9999992596144422,400,802,400,0,5566,22
7,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,633.0,0.9996319949470921,0.9996335993693973,0.999635179061614,0.9999984197312681,1.0,0.9999992018841668,0.999999893584507,0.9999992995202255,400,792,400,0,5266,24
8,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,721.5,0.9990511466715973,0.9990528309608063,0.9990543429296527,0.9999984875710362,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999992186445065,400,758,400,1,5874,23
9,13,"(10, 10)",1,col_based,1,2,False,False,True,True,10,716.5,0.9995571254025442,0.9995588121403053,0.9995603318819427,0.9999984795898867,1.0,0.9999992018841668,0.999999893584507,0.9999992170482752,400,762,400,0,5886,24
0,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,560.5,0.9989837684202301,0.9989853300764201,0.9989868568660499,0.9999984736040247,0.9999999980579173,0.9999992018841668,0.999999893584507,0.9999993412882804,400,765,400,2,4952,50
1,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,563.5,0.9990000242869297,0.999001561517404,0.9990031830402323,0.9999983778302373,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999993657638292,400,813,400,1,4768,45
2,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,513.0,0.9993481682585991,0.9993496481989892,0.999351218442918,0.9999984297077044,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999994236272216,400,787,400,1,4333,40
3,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,562.5,0.9986883563383198,0.9986898972074072,0.9986915261950778,0.9999983698490887,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999993616402313,400,817,400,1,4799,47
4,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,498.0,0.999374554843223,0.9993760049120055,0.9993775722328623,0.9999984317029916,1.0,0.9999992018841668,0.999999893584507,0.9999994535565637,400,786,400,0,4108,40
5,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,670.0,0.997524147566807,0.9975258391007444,0.9975276025026141,0.9999982341695733,0.9999999980579173,0.9999992018841668,0.999999893584507,0.9999992088010806,400,885,400,2,5948,54
6,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,556.0,0.9992101307721482,0.9992116772312001,0.999213268218989,0.9999984077595448,1.0,0.9999992018841668,0.999999893584507,0.9999993568515368,400,798,400,0,4835,44
7,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,514.5,0.9995923450281965,0.9995938285213576,0.9995954400624557,0.999998387806673,1.0,0.9999992018841668,0.999999893584507,0.9999994204347584,400,808,400,0,4357,39
8,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,604.5,0.9994290479833878,0.9994306468951586,0.9994323259745357,0.9999983199669118,1.0,0.9999992018841668,0.999999893584507,0.9999993047079775,400,842,400,0,5227,43
9,13,"(10, 10)",1,col_based,1,2,False,True,False,False,10,565.5,0.9992987140934102,0.9993002645444234,0.9993018835878287,0.9999983798255244,1.0,0.9999992018841668,0.999999893584507,0.9999993529939776,400,812,400,0,4864,45
0,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,735.5,0.9991877955261578,0.9991895261660534,0.9991911679307401,0.9999983578773661,0.9999999990289586,0.9999992018841668,0.999999893584507,0.999999172486821,400,823,400,1,6221,25
1,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,738.0,0.9992245735658769,0.9992263119786283,0.9992279408709667,0.9999983698490887,1.0,0.9999992018841668,0.999999893584507,0.9999991647717038,400,817,400,0,6279,23
2,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,790.5,0.9987891738315046,0.9987909838946716,0.9987925472821467,0.9999984356935662,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999990922762085,400,784,400,1,6824,26
3,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,582.5,0.9993862410736035,0.9993877874064042,0.9993892889413668,0.999998497547473,1.0,0.9999992018841668,0.999999893584507,0.9999993572505947,400,753,400,0,4832,23
4,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,820.0,0.9993189732787334,0.9993208094256195,0.9993224304962495,0.9999983778302373,1.0,0.9999992018841668,0.999999893584507,0.9999990671355702,400,813,400,0,7013,25
5,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,909.0,0.9985946006410512,0.9985965607181939,0.9985983270356724,0.9999982321742865,0.9999999990289586,0.9999992018841668,0.999999893584507,0.999998941698426,400,886,400,1,7956,27
6,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,690.0,0.9991194511081903,0.9991211175707201,0.9991227363238755,0.9999983798255244,1.0,0.9999992018841668,0.999999893584507,0.999999236602108,400,812,400,0,5739,27
7,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,662.0,0.9997060941892405,0.9997077443427858,0.9997092962262264,0.9999984476652898,1.0,0.9999992018841668,0.999999893584507,0.9999992538946135,400,778,400,0,5609,24
8,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,747.5,0.9991084509332557,0.9991102034972907,0.9991118152288695,0.999998387806673,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999991504056236,400,808,400,1,6387,27
9,13,"(10, 10)",1,col_based,1,2,False,True,False,True,10,703.0,0.999240763338923,0.9992424580496184,0.9992439812978309,0.9999984755993121,1.0,0.9999992018841668,0.999999893584507,0.9999992085350421,400,764,400,0,5950,25
0,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2053.0,0.9991107769794818,0.9991141529385706,0.9991156839121375,0.9999984696134501,0.9999999980579173,0.9999992018841668,0.999999893584507,0.9999975255766792,400,767,400,2,18602,46
1,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2102.5,0.9990666271107573,0.9990700231208067,0.9990716098961719,0.9999984117501193,1.0,0.9999992018841668,0.999999893584507,0.9999975053577848,400,796,400,0,18754,43
2,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2015.5,0.9988532825315484,0.9988565897253917,0.9988581661967103,0.9999984217265554,1.0,0.9999992018841668,0.999999893584507,0.9999975935494131,400,791,400,0,18091,46
3,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,1977.0,0.9990460416117065,0.9990493190112956,0.9990508828031375,0.9999984356935662,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999976240107767,400,784,400,1,17862,48
4,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,1903.0,0.9993900822342964,0.9993932512210555,0.9993948015926677,0.999998449660577,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999977336184859,400,777,400,1,17038,42
5,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2370.0,0.9979471496675579,0.9979508944477443,0.9979526207681158,0.9999982720800243,0.9999999980579173,0.9999992018841668,0.999999893584507,0.999997152059273,400,866,400,2,21410,55
6,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2208.5,0.9986390923602795,0.9986426492460843,0.9986443658304456,0.999998282056459,0.9999999990289586,0.9999992018841668,0.999999893584507,0.9999973428085293,400,861,400,1,19976,51
7,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2011.0,0.999675381025991,0.9996786815004537,0.9996802911836989,0.9999983898019602,1.0,0.9999992018841668,0.999999893584507,0.9999976029937659,400,807,400,0,18020,39
8,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2249.5,0.9993228404158913,0.9993264345646248,0.999328099511273,0.9999983339339211,1.0,0.9999992018841668,0.999999893584507,0.9999973079575466,400,835,400,0,20238,46
9,13,"(10, 10)",1,seperate_region_row,2,0,True,False,False,False,10,2077.5,0.999182635668589,0.9991860108071969,0.9991876635578723,0.9999983459056435,1.0,0.9999992018841668,0.999999893584507,0.9999975266408315,400,829,400,0,18594,45
0,13,"(10, 10)",1,seperate_region_row,2,0,False,True,False,False,10,1759.0,0.9994160403833228,0.9994190422112239,0.9994207033238939,0.9999983379244952,1.0,0.9999992018841668,0.999999893584507,0.9999979009564923,400,833,400,0,15780,42
